index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
3660,FF,2008-09-23,92.9,,,Randy Johnson,446382,116615,,foul,,,,,5,,R,R,L,STL,ARI,S,,,2,2,2008,1.1424008333333333,1.3002266666666669,-0.014,2.748,,,,2,4,Bot,,,,,,,080923_201242,-8.104,-134.971,-5.31,16.48,35.631,-18.263,3.71,1.58,,,,,,,236102,116615,,,,,,,,,,,,,,,,,34,6,4-Seam Fastball,4,2,4,2,2,4,4,2,,
3661,FF,2008-06-03,92.9,,,Randy Johnson,430611,116615,field_out,hit_into_play,,,,,11,Corey Hart flies out to center fielder Chris Young.,R,R,L,MIL,ARI,X,8.0,fly_ball,0,1,2008,1.1855425,1.4857,-0.877,3.095,,,,1,4,Bot,148.59,85.34,,,,,080603_200956,-10.04,-134.788,-4.604,16.9,37.004,-16.064,3.5,1.69,,,,,,,234633,116615,,,,,,,,,,,,0.0,,0.0,0.0,,30,2,4-Seam Fastball,0,1,0,1,1,0,0,1,,
3667,FF,2008-04-25,92.9,,,Randy Johnson,408311,116615,strikeout,swinging_strike,,,,,12,Justin Huber strikes out swinging.,R,R,L,SD,ARI,S,2.0,,0,2,2008,1.2737741666666669,1.63663,1.43,3.362,,,,2,6,Bot,,,,,,,080425_204621,-4.586,-135.112,-3.714,17.983,39.17,-14.23,3.539,1.349,,,,,,,234099,116615,,,,,,,,,,,,0.0,,0.0,0.0,,51,3,4-Seam Fastball,1,5,1,5,5,1,1,5,,
3670,FT,2008-09-01,92.9,,,Randy Johnson,425446,116615,,foul,,,,,7,,R,R,L,ARI,STL,S,,,3,1,2008,1.5006158333333333,1.47839,-0.435,1.691,,,,2,2,Top,,,,,,,080901_133255,-10.147,-134.656,-8.068,21.41,30.547,-15.802,3.08,1.464,,,,,,,235819,116615,,,,,,,,,,,,,,,,,12,5,2-Seam Fastball,0,2,2,0,2,0,2,0,,
3671,FT,2008-08-06,92.9,,,Randy Johnson,114909,116615,,called_strike,,,,,8,,R,R,L,ARI,PIT,S,,,0,0,2008,1.4716691666666668,1.6406433333333332,-0.109,2.225,,,444371.0,2,3,Top,,,,,,,080806_131145,-9.158,-134.828,-7.119,21.108,30.314,-13.667,3.586,1.713,,,,,,,235470,116615,,,,,,,,,,,,,,,,,16,1,2-Seam Fastball,0,0,0,0,0,0,0,0,,
3673,FT,2008-08-06,92.9,,,Randy Johnson,112223,116615,,called_strike,,,,,13,,R,R,L,ARI,PIT,S,,,0,1,2008,1.3213691666666667,1.4750933333333331,-0.889,1.9,,,,1,5,Top,,,,,,,080806_133709,-11.128,-134.589,-7.472,19.092,29.74,-15.813,3.111,1.638,,,,,,,235470,116615,,,,,,,,,,,,,,,,,28,2,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3679,FF,2008-08-27,92.9,,,Randy Johnson,453527,116615,,foul_bunt,,,,,5,,R,R,L,SD,ARI,S,,,1,0,2008,1.0234133333333333,1.194303333333333,-0.139,2.48,,,460026.0,0,3,Bot,,,,,,,080827_131737,-8.149,-134.93,-5.129,14.932,35.596,-19.602,3.519,1.472,,,,,,,235742,116615,,,,,,,,,,,,,,,,,18,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3680,FF,2008-06-03,92.9,,,Randy Johnson,425902,116615,,called_strike,,,,,4,,R,L,L,MIL,ARI,S,,,0,1,2008,1.20266,1.5924833333333333,-0.543,2.592,,,,0,6,Bot,,,,,,,080603_203747,-9.675,-134.858,-5.859,17.398,33.02,-14.45,3.24,1.63,,,,,,,234633,116615,,,,,,,,,,,,,,,,,44,2,4-Seam Fastball,2,1,2,1,1,2,2,1,,
3682,FF,2008-05-06,92.9,,,Randy Johnson,150268,116615,,called_strike,,,,,5,,R,R,L,ARI,PHI,S,,,0,1,2008,0.6130108333333332,1.7706466666666667,0.033,2.403,,,,0,6,Top,,,,,,,080506_201730,-4.836,-135.002,-7.388,9.654,34.946,-12.287,3.256,1.5,,,,,,,234252,116615,,,,,,,,,,,,,,,,,48,2,4-Seam Fastball,6,4,4,6,4,6,4,6,,
3690,FF,2008-05-06,92.9,,,Randy Johnson,425664,116615,,ball,,,,,12,,R,R,L,ARI,PHI,B,,,0,2,2008,0.9861166666666668,1.460616666666667,0.821,4.734,,,,0,1,Top,,,,,,,080506_184028,-4.495,-135.168,-0.427,14.522,35.303,-16.175,3.335,1.647,,,,,,,234252,116615,,,,,,,,,,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3691,FT,2008-09-28,92.9,,,Randy Johnson,456655,116615,,foul,,,,,9,,R,L,L,ARI,COL,S,,,1,0,2008,1.4939358333333332,1.4609033333333332,0.299,1.95,,,,1,2,Top,,,,,,,080928_133226,-8.648,-134.86,-7.747,21.492,29.293,-15.897,3.23,1.686,,,,,,,236177,116615,,,,,,,,,,,,,,,,,11,2,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3696,FF,2008-04-20,92.9,,,Randy Johnson,435338,116615,,ball,,,,,11,,R,R,L,ARI,SD,B,,,1,1,2008,0.93379,1.8794366666666669,-0.917,2.885,,,,1,1,Top,,,,,,,080420_131351,-8.075,-134.953,-6.984,13.69,37.283,-11.117,3.063,1.5,,,,,,,234038,116615,,,,,,,,,,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3712,FT,2008-04-14,92.9,,,Randy Johnson,425489,116615,,ball,,,,,12,,R,R,L,SF,ARI,B,,,2,0,2008,1.7398433333333332,1.3307566666666668,0.688,4.109,,,,2,3,Bot,,,,,,,080414_203717,-8.051,-135.038,-3.484,24.627,31.432,-17.64,3.38,1.5,,,,,,,233947,116615,,,,,,,,,,,,,,,,,31,3,2-Seam Fastball,3,4,3,4,4,3,3,4,,
3723,FT,2008-05-24,92.9,,,Randy Johnson,425796,116615,,ball,,,,,11,,R,R,L,ATL,ARI,B,,,0,2,2008,1.619325,1.2953533333333331,-1.242,3.12,,,,1,4,Bot,,,,,,,080524_165638,-12.425,-134.603,-4.109,22.709,33.386,-18.295,3.52,1.69,,,,,,,234495,116615,,,,,,,,,,,,,,,,,28,3,2-Seam Fastball,1,0,1,0,0,1,1,0,,
3736,FT,2008-07-21,92.8,,,Randy Johnson,136660,116615,strikeout,called_strike,,,,,1,Mark DeRosa called out on strikes.,R,R,L,ARI,CHC,S,2.0,,2,2,2008,1.3691033333333331,1.191293333333333,-0.773,3.283,,,,2,2,Top,,,,,,,080721_185726,-10.636,-134.727,-3.569,19.632,31.574,-19.496,3.588,1.787,,,,,,,235241,116615,,,,,,,,,,,,0.0,,0.0,0.0,,9,8,2-Seam Fastball,0,0,0,0,0,0,0,0,,
3738,FF,2008-06-20,92.8,,,Randy Johnson,407155,116615,home_run,hit_into_play_score,,,,,6,Craig Monroe homers (6) on a fly ball to left center field.   Justin Morneau scores.,R,R,L,MIN,ARI,X,,fly_ball,0,0,2008,1.141705,1.5903333333333332,0.388,2.763,,408047.0,,2,3,Bot,76.31,19.08,,,,,080620_200932,-6.399,-134.888,-7.004,16.362,37.035,-14.731,3.676,1.389,,,,,,,234859,116615,,,,,,,,,,,,2.0,,0.0,3.0,,27,1,4-Seam Fastball,4,0,4,0,0,4,4,0,,
3739,FF,2008-06-03,92.8,,,Randy Johnson,407849,116615,,ball,,,,,11,,R,R,L,MIL,ARI,B,,,1,2,2008,1.0956408333333332,1.0764833333333332,-0.459,4.013,,430611.0,,1,2,Bot,,,,,,,080603_193033,-9.564,-134.797,-1.173,15.8,36.12,-21.13,3.38,1.5,,,,,,,234633,116615,,,,,,,,,,,,,,,,,13,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3741,FF,2008-05-06,92.8,,,Randy Johnson,425664,116615,,foul,,,,,2,,R,R,L,ARI,PHI,S,,,1,1,2008,0.89705,1.468786666666667,0.161,3.246,,,,1,5,Top,,,,,,,080506_200145,-5.56,-134.914,-4.522,13.435,32.712,-15.984,3.335,1.647,,,,,,,234252,116615,,,,,,,,,,,,,,,,,40,3,4-Seam Fastball,6,2,2,6,2,6,2,6,,
3743,FF,2008-05-06,92.8,,,Randy Johnson,400284,116615,,called_strike,,,,,3,,R,L,L,ARI,PHI,S,,,3,0,2008,0.8038083333333333,1.6931033333333332,0.316,3.19,,,,1,3,Top,,,,,,,080506_192247,-4.585,-134.923,-5.436,12.074,35.88,-13.356,3.41,1.66,,,,,,,234252,116615,,,,,,,,,,,,,,,,,22,4,4-Seam Fastball,1,2,2,1,2,1,2,1,,
3752,FF,2008-07-12,92.8,,,Randy Johnson,429731,116615,,ball,,,,,12,,R,R,L,PHI,ARI,B,,,1,2,2008,0.780985,1.5774333333333332,1.148,4.443,,,,2,2,Bot,,,,,,,080712_163232,-3.774,-135.043,-2.406,11.916,33.305,-14.606,4.084,1.76,,,,,,,235160,116615,,,,,,,,,,,,,,,,,16,4,4-Seam Fastball,0,2,0,2,2,0,0,2,,
3753,FF,2008-04-20,92.8,,,Randy Johnson,435338,116615,,swinging_strike,,,,,2,,R,R,L,ARI,SD,S,,,2,1,2008,0.8276058333333332,1.7250666666666667,-0.02,3.182,,,,1,1,Top,,,,,,,080420_131410,-5.677,-134.917,-6.049,12.338,36.793,-13.023,3.063,1.5,,,,,,,234038,116615,,,,,,,,,,,,,,,,,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3754,FT,2008-08-06,92.8,,,Randy Johnson,112223,116615,field_out,hit_into_play,,,,,6,Raul Chavez flies out to right fielder Alex Romero.,R,R,L,ARI,PIT,X,9.0,fly_ball,0,0,2008,1.61849,1.154313333333333,0.727,2.402,,,,2,7,Top,160.64,92.37,,,,,080806_141056,-7.597,-134.838,-5.454,22.75,33.826,-20.044,3.111,1.638,,,,,,,235470,116615,,,,,,,,,,,,0.0,,0.0,0.0,,43,1,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3762,FF,2008-09-23,92.8,,,Randy Johnson,285131,116615,field_out,hit_into_play,,,,,11,Cesar Izturis pops out to first baseman Adam Dunn.,R,R,L,STL,ARI,X,3.0,popup,1,2,2008,1.0641891666666667,1.5176633333333331,-0.964,2.972,,,,2,2,Bot,140.56,170.68,,,,,080923_194711,-10.133,-134.746,-5.249,15.291,37.673,-15.718,3.57,1.5,,,,,,,236102,116615,,,,,,,,,,,,0.0,,0.0,0.0,,19,5,4-Seam Fastball,4,0,4,0,0,4,4,0,,
3766,FF,2008-05-06,92.8,,,Randy Johnson,408039,116615,field_out,hit_into_play,,,,,1,So Taguchi flies out to left fielder Eric Byrnes.,R,R,L,ARI,PHI,X,7.0,fly_ball,0,0,2008,0.9073483333333332,1.7070066666666668,-0.705,2.783,,,,0,5,Top,85.34,91.37,,,,,080506_200040,-7.492,-134.825,-6.479,13.438,34.929,-13.144,3.213,1.57,,,,,,,234252,116615,,,,,,,,,,,,0.0,,0.0,0.0,,39,1,4-Seam Fastball,6,2,2,6,2,6,2,6,,
3770,FT,2008-07-06,92.8,,,Randy Johnson,425904,116615,field_out,hit_into_play,,,,,4,Luis Rodriguez flies out to right fielder Justin Upton.,R,R,L,ARI,SD,X,9.0,fly_ball,0,1,2008,1.5386083333333331,1.09225,-0.463,2.595,,,,1,5,Top,179.72,92.37,,,,,080706_142148,-10.174,-134.664,-5.406,22.051,28.833,-20.651,3.197,1.627,,,,,,,235089,116615,,,,,,,,,,,,0.0,,0.0,0.0,,31,2,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3772,FF,2008-05-06,92.8,,,Randy Johnson,150100,116615,field_out,hit_into_play,,,,,11,Pat Burrell pops out to third baseman Mark Reynolds in foul territory.,R,R,L,ARI,PHI,X,5.0,popup,0,2,2008,0.861145,1.39884,-0.378,4.075,,,,0,2,Top,106.43,192.77,,,,,080506_185938,-7.291,-134.917,-1.532,12.841,35.306,-17.019,3.42,1.769,,,,,,,234252,116615,,,,,,,,,,,,0.0,,0.0,0.0,,10,3,4-Seam Fastball,1,0,0,1,0,1,0,1,,
3779,FF,2008-05-13,92.8,,,Randy Johnson,425549,116615,,swinging_strike,,,,,11,,R,R,L,ARI,COL,S,,,1,1,2008,0.939635,1.8437466666666669,-0.898,3.024,,,,1,1,Top,,,,,,,080513_184256,-7.457,-134.764,-5.799,13.9,33.817,-11.359,3.19,1.45,,,,,,,234345,116615,,,,,,,,,,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3782,FF,2008-08-01,92.8,,,Randy Johnson,334393,116615,field_error,hit_into_play_no_out,,,,,6,Juan Pierre reaches on fielding error by second baseman Orlando Hudson.,R,L,L,LAD,ARI,X,4.0,ground_ball,0,1,2008,1.2400958333333332,1.3122666666666667,0.449,2.26,,,,0,6,Bot,130.52,150.6,,,,,080801_211122,-7.241,-134.823,-6.235,17.825,33.791,-18.05,3.08,1.36,,,,,,,235388,116615,,,,,,,,,,,,0.9,,0.0,0.0,,41,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3789,FF,2008-05-18,92.8,,,Randy Johnson,122111,116615,,ball,,,,,11,,R,R,L,ARI,DET,B,,,1,0,2008,0.8399916666666666,1.6201466666666668,-0.568,3.613,,,,2,7,Top,,,,,,,080518_150514,-6.876,-134.964,-3.818,12.646,33.854,-14.123,3.389,1.577,,,,,,,234417,116615,,,,,,,,,,,,,,,,,57,2,4-Seam Fastball,4,0,0,4,0,4,0,4,,
3795,FT,2008-07-06,92.8,,,Randy Johnson,457468,116615,,ball,,,,,12,,R,R,L,ARI,SD,B,,,0,0,2008,1.418925,1.489426666666667,1.532,2.842,,,,1,3,Top,,,,,,,080706_135236,-5.149,-134.898,-5.975,20.223,33.167,-15.755,3.585,1.669,,,,,,,235089,116615,,,,,,,,,,,,,,,,,17,1,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3807,FT,2008-05-24,92.8,,,Randy Johnson,408299,116615,,foul,,,,,2,,R,R,L,ATL,ARI,S,,,0,1,2008,1.2691816666666669,1.4150366666666667,-0.147,3.354,,,430831.0,2,5,Bot,,,,,,,080524_171521,-9.212,-134.767,-4.224,18.559,28.27,-16.452,3.38,1.5,,,,,,,234495,116615,,,,,,,,,,,,,,,,,37,2,2-Seam Fastball,1,0,1,0,0,1,1,0,,
3811,FT,2008-04-25,92.8,,,Randy Johnson,450260,116615,,ball,,,,,13,,R,R,L,SD,ARI,B,,,0,0,2008,1.2931183333333331,1.8149366666666669,-2.105,2.208,,,,0,2,Bot,,,,,,,080425_192312,-12.293,-134.418,-7.949,18.042,38.813,-12.222,3.29,1.45,,,,,,,234099,116615,,,,,,,,,,,,,,,,,11,1,2-Seam Fastball,0,0,0,0,0,0,0,0,,
3822,FT,2008-07-27,92.8,,,Randy Johnson,110383,116615,field_out,hit_into_play,,,,,2,Rich Aurilia flies out to center fielder Chris Young.,R,R,L,SF,ARI,X,8.0,fly_ball,0,1,2008,1.4267183333333333,1.0809266666666664,0.273,3.063,,,,1,4,Bot,145.58,64.26,,,,,080727_142936,-7.578,-134.849,-5.147,20.718,27.716,-20.718,3.312,1.59,,,,,,,235320,116615,,,,,,,,,,,,0.0,,0.0,0.0,,35,2,2-Seam Fastball,0,4,0,4,4,0,0,4,,
3836,FT,2008-08-27,92.8,,,Randy Johnson,453527,116615,,ball,,,,,12,,R,R,L,SD,ARI,B,,,0,1,2008,1.2754441666666667,0.78566,1.716,3.008,,,,1,7,Bot,,,,,,,080827_145035,-4.514,-134.997,-3.059,18.415,32.644,-24.65,3.519,1.266,,,,,,,235742,116615,,,,,,,,,,,,,,,,,57,2,2-Seam Fastball,3,4,3,4,4,3,3,4,,
3847,FF,2008-09-01,92.8,,,Randy Johnson,407886,116615,,foul,,,,,12,,R,R,L,ARI,STL,S,,,3,2,2008,1.2314675,1.4746633333333332,0.733,3.769,,,,0,3,Top,,,,,,,080901_135444,-6.691,-134.949,-3.213,17.895,31.586,-15.833,3.446,1.754,,,,,,,235819,116615,,,,,,,,,,,,,,,,,20,11,4-Seam Fastball,1,2,2,1,2,1,2,1,,
3848,FF,2008-09-23,92.8,,,Randy Johnson,458036,116615,,ball,,,,,11,,R,R,L,STL,ARI,B,,,0,0,2008,1.0101925,1.4312333333333331,-1.023,3.075,,,,1,1,Bot,,,,,,,080923_193426,-10.283,-134.72,-5.072,14.662,36.418,-16.727,3.38,1.5,,,,,,,236102,116615,,,,,,,,,,,,,,,,,12,1,4-Seam Fastball,4,0,4,0,0,4,4,0,,
3855,FT,2008-08-22,92.8,,,Randy Johnson,425545,116615,,ball,,,,,14,,R,R,L,ARI,FLA,B,,,0,1,2008,1.2432966666666667,1.2408866666666665,0.887,1.634,,,,2,5,Top,,,,,,,080822_195530,-6.326,-134.77,-7.966,18.153,29.227,-18.741,3.1,1.49,,,,,,,235677,116615,,,,,,,,,,,,,,,,,40,2,2-Seam Fastball,2,2,2,2,2,2,2,2,,
3859,FT,2008-08-22,92.8,,,Randy Johnson,425496,116615,,foul,,,,,5,,R,R,L,ARI,FLA,S,,,0,2,2008,1.370495,1.3852233333333333,-0.035,2.654,,,,2,6,Top,,,,,,,080822_200744,-9.203,-134.744,-5.095,19.618,32.107,-17.054,3.301,1.613,,,,,,,235677,116615,,,,,,,,,,,,,,,,,46,3,2-Seam Fastball,2,2,2,2,2,2,2,2,,
3864,FF,2008-08-17,92.8,,,Randy Johnson,452254,116615,,foul,,,,,4,,R,R,L,HOU,ARI,S,,,2,2,2008,0.8612841666666665,0.8700833333333331,-0.328,2.731,,,,0,6,Bot,,,,,,,080817_145513,-8.488,-134.855,-3.971,13.033,31.1,-23.547,3.709,1.844,,,,,,,235610,116615,,,,,,,,,,,,,,,,,44,8,4-Seam Fastball,3,0,3,0,0,3,3,0,,
3878,FT,2008-09-01,92.8,,,Randy Johnson,334492,116615,,called_strike,,,,,4,,R,R,L,ARI,STL,S,,,1,1,2008,1.583141666666667,1.4763833333333332,-0.31,2.573,,,,1,2,Top,,,,,,,080901_133109,-10.488,-134.647,-5.811,22.549,29.841,-15.789,3.375,1.681,,,,,,,235819,116615,,,,,,,,,,,,,,,,,11,3,2-Seam Fastball,0,2,2,0,2,0,2,0,,
3884,FF,2008-06-25,92.7,,,Randy Johnson,453056,116615,,ball,,,,,12,,R,L,L,BOS,ARI,B,,,2,1,2008,1.1471325,1.6685933333333332,0.784,4.442,,,,0,1,Bot,,,,,,,080625_191649,-6.047,-134.847,-2.711,16.335,38.394,-13.86,3.478,1.657,,,,,,,234924,116615,,,,,,,,,,,,,,,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3889,FF,2008-07-12,92.7,,,Randy Johnson,429667,116615,,ball,,,,,2,,R,L,L,PHI,ARI,B,,,0,1,2008,1.153395,1.4971666666666668,-0.037,4.061,,,,1,6,Bot,,,,,,,080712_175903,-7.201,-134.729,-3.524,16.727,32.875,-15.685,4.157,1.883,,,,,,,235160,116615,,,,,,,,,,,,,,,,,55,2,4-Seam Fastball,4,10,4,10,10,4,4,10,,
3900,FF,2008-06-25,92.7,,,Randy Johnson,120903,116615,,ball,,,,,9,,R,R,L,BOS,ARI,B,,,0,1,2008,1.2050258333333332,1.01872,0.736,1.639,,,,0,6,Bot,,,,,,,080625_204401,-6.996,-134.63,-6.498,16.981,38.902,-21.988,3.275,1.581,,,,,,,234924,116615,,,,,,,,,,,,,,,,,42,2,4-Seam Fastball,1,0,1,0,0,1,1,0,,
3906,FF,2008-06-25,92.7,,,Randy Johnson,425903,116615,,ball,,,,,12,,R,R,L,BOS,ARI,B,,,1,2,2008,0.9676075,1.2933466666666669,0.968,5.469,,,456030.0,0,3,Bot,,,,,,,080625_195351,-6.034,-134.923,2.014,14.165,36.388,-18.401,3.277,1.587,,,,,,,234924,116615,,,,,,,,,,,,,,,,,22,4,4-Seam Fastball,1,0,1,0,0,1,1,0,,
3907,FT,2008-06-20,92.7,,,Randy Johnson,407155,116615,field_out,hit_into_play,,,,,5,Craig Monroe flies out to right fielder Justin Upton.,R,R,L,MIN,ARI,X,9.0,fly_ball,0,1,2008,1.43479,1.5797266666666667,0.087,2.498,,,,1,2,Bot,168.67,93.37,,,,,080620_194318,-7.695,-134.553,-7.351,19.961,37.794,-15.011,3.676,1.389,,,,,,,234859,116615,,,,,,,,,,,,0.0,,0.0,0.0,,15,2,2-Seam Fastball,0,0,0,0,0,0,0,0,,
3909,FF,2008-09-13,92.7,,,Randy Johnson,489267,116615,field_out,hit_into_play,,,,,8,Adam Rosales flies out to right fielder Justin Upton.,R,R,L,ARI,CIN,X,9.0,fly_ball,2,2,2008,1.0868733333333331,1.47882,-0.054,2.105,,,429665.0,2,6,Top,165.66,122.49,,,,,080913_190912,-8.165,-134.545,-7.51,15.96,30.341,-15.815,3.19,1.68,,,,,,,235969,116615,,,,,,,,,,,,0.0,,0.0,0.0,,46,5,4-Seam Fastball,1,1,1,1,1,1,1,1,,
3911,FF,2008-07-21,92.7,,,Randy Johnson,430592,116615,field_out,hit_into_play,,,,,1,Ronny Cedeno pops out to second baseman Orlando Hudson.,R,R,L,ARI,CHC,X,4.0,popup,1,2,2008,1.24942,1.5147966666666668,-0.528,3.235,,,,2,5,Top,153.61,125.5,,,,,080721_193924,-9.749,-134.579,-4.379,18.112,30.2,-15.338,3.298,1.605,,,,,,,235241,116615,,,,,,,,,,,,0.0,,0.0,0.0,,29,5,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3914,FF,2008-08-01,92.7,,,Randy Johnson,461314,116615,,ball,,,,,12,,R,R,L,LAD,ARI,B,,,1,1,2008,0.5562308333333332,1.7481433333333332,0.768,4.1,,334393.0,,0,6,Bot,,,,,,,080801_211531,-4.99,-134.879,-3.172,8.89,35.182,-12.629,3.4,1.7,,,,,,,235388,116615,,,,,,,,,,,,,,,,,42,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,
3917,FT,2008-07-06,92.7,,,Randy Johnson,452104,116615,strikeout,swinging_strike,,,,,3,Chase Headley strikes out swinging.,R,R,L,ARI,SD,S,2.0,,3,2,2008,1.3075916666666667,1.357273333333333,0.536,3.247,,,,0,2,Top,,,,,,,080706_133546,-6.854,-134.825,-4.758,18.931,30.513,-17.304,3.136,1.581,,,,,,,235089,116615,,,,,,,,,,,,0.0,,0.0,0.0,,9,10,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3928,FT,2008-06-09,92.7,,,Randy Johnson,346859,116615,,foul,,,,,8,,R,R,L,PIT,ARI,S,,,2,2,2008,1.6383908333333332,1.49387,0.127,1.903,,,,1,4,Bot,,,,,,,080609_133900,-8.014,-134.522,-8.567,23.06,31.806,-15.719,3.38,1.5,,,,,,,234718,116615,,,,,,,,,,,,,,,,,30,5,2-Seam Fastball,1,1,1,1,1,1,1,1,,
3929,FT,2008-07-27,92.7,,,Randy Johnson,110383,116615,field_out,hit_into_play,,,,,4,Rich Aurilia pops out to second baseman Orlando Hudson.,R,R,L,SF,ARI,X,4.0,popup,0,1,2008,1.826405,0.8758166666666666,-0.312,2.685,,,134260.0,2,6,Bot,121.49,111.45,,,,,080727_150524,-10.368,-134.544,-5.174,25.996,26.785,-23.382,3.312,1.59,,,,,,,235320,116615,,,,,,,,,,,,0.0,,0.0,0.0,,55,2,2-Seam Fastball,0,6,0,6,6,0,0,6,,
3930,FT,2008-08-06,92.7,,,Randy Johnson,444371,116615,,foul,,,,,1,,R,R,L,ARI,PIT,S,,,1,2,2008,1.3263791666666669,1.3577033333333333,-0.378,2.977,,,,0,6,Top,,,,,,,080806_135118,-9.41,-134.627,-4.416,19.114,30.535,-17.346,3.511,1.709,,,,,,,235470,116615,,,,,,,,,,,,,,,,,33,6,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3931,FT,2008-06-09,92.7,,,Randy Johnson,137006,116615,single,hit_into_play_no_out,,,,,2,Doug Mientkiewicz singles on a line drive to center fielder Chris Young.    Jason Michaels to 3rd.,R,L,L,PIT,ARI,X,,line_drive,1,2,2008,1.5251091666666667,1.17094,-0.092,3.155,,,346859.0,1,4,Bot,105.42,99.4,,,,,080609_134244,-8.566,-134.707,-4.75,21.411,34.767,-19.904,3.479,1.5,,,,,,,234718,116615,,,,,,,,,,,,0.9,,1.0,0.0,,31,4,2-Seam Fastball,1,1,1,1,1,1,1,1,,
3933,FT,2008-07-06,92.7,,,Randy Johnson,452989,116615,single,hit_into_play_no_out,,,,,6,Edgar Gonzalez singles on a ground ball to center fielder Chris Young.,R,R,L,ARI,SD,X,,ground_ball,3,2,2008,1.42811,1.4943,0.612,2.406,,,,2,6,Top,112.45,75.3,,,,,080706_144637,-7.144,-134.711,-6.676,20.511,30.098,-15.558,3.525,1.807,,,,,,,235089,116615,,,,,,,,,,,,0.9,,1.0,0.0,,42,6,2-Seam Fastball,2,1,1,2,1,2,1,2,,
3934,FT,2008-09-13,92.7,,,Randy Johnson,132660,116615,,foul,,,,,4,,R,R,L,ARI,CIN,S,,,1,1,2008,1.6312933333333333,1.2533566666666665,-0.278,2.217,,,429665.0,2,3,Top,,,,,,,080913_180828,-10.413,-134.487,-6.148,23.106,30.037,-18.684,3.38,1.5,,,,,,,235969,116615,,,,,,,,,,,,,,,,,22,3,2-Seam Fastball,0,1,1,0,1,0,1,0,,
3937,FF,2008-07-12,92.7,,,Randy Johnson,276519,116615,single,hit_into_play_no_out,,,,,12,Jimmy Rollins singles on a soft fly ball to right fielder Alex Romero.,R,R,L,PHI,ARI,X,,fly_ball,0,2,2008,1.0083833333333332,1.5838833333333333,0.097,4.19,,,,2,1,Bot,177.71,123.49,,,,,080712_161641,-6.851,-134.73,-3.331,14.695,35.459,-14.755,3.927,1.715,,,,,,,235160,116615,,,,,,,,,,,,0.9,,1.0,0.0,,9,3,4-Seam Fastball,0,2,0,2,2,0,0,2,,
3938,FF,2008-08-12,92.7,,,Randy Johnson,425547,116615,,ball,,,,,11,,R,L,L,COL,ARI,B,,,0,2,2008,0.8345641666666666,1.0893833333333331,-1.154,2.927,,,,2,4,Bot,,,,,,,080812_201211,-10.543,-134.536,-5.025,12.702,29.196,-20.728,3.123,1.53,,,,,,,235536,116615,,,,,,,,,,,,,,,,,33,3,4-Seam Fastball,2,2,2,2,2,2,2,2,,
3946,FT,2008-08-22,92.7,,,Randy Johnson,134001,116615,,called_strike,,,,,5,,R,R,L,ARI,FLA,S,,,3,0,2008,1.307035,1.43195,-0.052,2.546,,407792.0,,2,7,Top,,,,,,,080822_202800,-8.549,-134.568,-6.108,18.728,32.174,-16.512,3.488,1.612,,,,,,,235677,116615,,,,,,,,,,,,,,,,,53,4,2-Seam Fastball,2,2,2,2,2,2,2,2,,
