index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
17648,SL,2008-09-01,82.3,,,Randy Johnson,425877,116615,,called_strike,,,,,11,,R,R,L,ARI,STL,S,,,0,0,2008,-0.3875975,0.36039,-0.895,2.957,,,,0,2,Top,,,,,,,080901_132717,-7.354,-119.656,-0.814,-2.727,19.548,-30.452,3.45,1.757,,,,,,,235819,116615,,,,,,,,,,,,,,,,,8,1,Slider,0,0,0,0,0,0,0,0,,
17660,FS,2008-06-09,82.3,,,Randy Johnson,333292,116615,,ball,,,,,12,,R,R,L,PIT,ARI,B,,,0,0,2008,1.0736525,1.1474333333333333,0.633,4.298,,,,0,5,Bot,,,,,,,080609_135926,-5.103,-119.75,-1.298,12.545,23.356,-22.513,3.26,1.55,,,,,,,234718,116615,,,,,,,,,,,,,,,,,39,1,Split Finger,2,1,2,1,1,2,2,1,,
17703,SL,2008-05-24,82.3,,,Randy Johnson,408299,116615,,ball,,,,,13,,R,R,L,ATL,ARI,B,,,0,1,2008,-0.2279733333333333,0.3188233333333333,-1.195,1.071,,,,1,1,Bot,,,,,,,080524_160350,-8.379,-119.419,-5.203,-1.041,17.88,-30.875,3.38,1.5,,,,,,,234495,116615,,,,,,,,,,,,,,,,,5,2,Slider,0,0,0,0,0,0,0,0,,
17728,FS,2008-08-27,82.2,,,Randy Johnson,450260,116615,,ball,,,,,14,,R,R,L,SD,ARI,B,,,0,0,2008,1.1117841666666668,0.28385,0.139,0.673,,,,0,4,Bot,,,,,,,080827_133721,-6.48,-119.382,-5.934,12.59,27.761,-31.275,3.636,1.64,,,,,,,235742,116615,,,,,,,,,,,,,,,,,26,1,Split Finger,0,0,0,0,0,0,0,0,,
17735,SL,2008-06-09,82.2,,,Randy Johnson,276372,116615,single,hit_into_play_no_out,,,,,6,Luis Rivas singles on a ground ball to center fielder Chris Young.,R,R,L,PIT,ARI,X,,ground_ball,1,1,2008,0.2546566666666666,0.3880533333333333,0.519,2.566,,,,0,1,Bot,121.49,101.41,,,,,080609_124123,-5.551,-119.566,-2.01,4.002,23.06,-30.201,3.38,1.5,,,,,,,234718,116615,,,,,,,,,,,,0.9,,1.0,0.0,,4,3,Slider,0,0,0,0,0,0,0,0,,
17736,SL,2008-07-01,82.2,,,Randy Johnson,429666,116615,,called_strike,,,,,12,,R,R,L,ARI,MIL,S,,,1,0,2008,0.5503858333333332,0.6569466666666666,0.831,2.956,,,,1,2,Top,,,,,,,080701_190941,-4.654,-119.618,-2.529,7.068,23.55,-27.492,3.364,1.722,,,,,,,235013,116615,,,,,,,,,,,,,,,,,17,2,Slider,1,5,5,1,5,1,5,1,,
17760,SL,2008-09-23,82.2,,,Randy Johnson,285131,116615,,ball,,,,,2,,R,R,L,STL,ARI,B,,,2,1,2008,-0.42948666666666657,0.4535566666666666,0.177,3.442,,,,0,1,Bot,,,,,,,080923_192543,-5.27,-119.577,-0.002,-3.011,30.281,-29.624,3.57,1.5,,,,,,,236102,116615,,,,,,,,,,,,,,,,,7,4,Slider,0,0,0,0,0,0,0,0,,
17764,FS,2008-06-20,82.2,,,Randy Johnson,430321,116615,,ball,,,,,12,,R,R,L,MIN,ARI,B,,,0,0,2008,0.9870908333333333,0.9024766666666666,1.646,3.116,,,,0,3,Bot,,,,,,,080620_195454,-2.49,-119.615,-3.651,11.401,27.314,-25.14,3.38,1.5,,,,,,,234859,116615,,,,,,,,,,,,,,,,,20,1,Split Finger,0,0,0,0,0,0,0,0,,
17796,SL,2008-06-03,82.1,,,Randy Johnson,116974,116615,,called_strike,,,,,7,,R,R,L,MIL,ARI,S,,,2,0,2008,-0.5360883333333332,0.2947433333333333,-0.44,1.997,,,,1,5,Bot,,,,,,,080603_202141,-5.899,-119.42,-2.25,-4.234,21.965,-31.141,3.315,1.5,,,,,,,234633,116615,,,,,,,,,,,,,,,,,36,3,Slider,0,1,0,1,1,0,0,1,,
17826,SL,2008-07-27,82.1,,,Randy Johnson,430649,116615,single,hit_into_play_no_out,,,,,5,Ivan Ochoa singles on a ground ball to second baseman Orlando Hudson.,R,R,L,SF,ARI,X,6.0,ground_ball,0,0,2008,0.17407916666666665,0.0027733333333333334,0.189,2.8,,,,1,7,Bot,116.47,148.59,,,,,080727_152046,-5.916,-119.36,-0.825,3.239,17.062,-34.14,3.401,1.549,,,,,,,235320,116615,,,,,,,,,,,,0.9,,1.0,0.0,,62,1,Slider,0,7,0,7,7,0,0,7,,
17866,SL,2008-06-09,82.0,,,Randy Johnson,425491,116615,,foul,,,,,6,,R,R,L,PIT,ARI,S,,,0,1,2008,0.19495416666666665,0.22508333333333327,0.426,2.485,,,,0,2,Bot,,,,,,,080609_130224,-5.615,-119.326,-1.761,3.295,27.506,-31.853,3.326,1.53,,,,,,,234718,116615,,,,,,,,,,,,,,,,,12,2,Slider,0,0,0,0,0,0,0,0,,
17873,SL,2008-04-14,82.0,,,Randy Johnson,134260,116615,,foul,,,,,4,,R,R,L,SF,ARI,S,,,3,2,2008,0.2797066666666666,0.4280433333333333,-0.367,2.15,,,,0,3,Bot,,,,,,,080414_203236,-7.268,-119.112,-3.544,4.191,24.823,-29.835,3.19,1.58,,,,,,,233947,116615,,,,,,,,,,,,,,,,,29,7,Slider,3,4,3,4,4,3,3,4,,
17896,FS,2008-09-01,82.0,,,Randy Johnson,425446,116615,,called_strike,,,,,6,,R,R,L,ARI,STL,S,,,2,0,2008,1.254708333333333,0.7902466666666667,0.39,2.485,,,,1,4,Top,,,,,,,080901_141951,-6.48,-119.257,-3.507,14.33,22.916,-26.168,3.08,1.464,,,,,,,235819,116615,,,,,,,,,,,,,,,,,31,3,Split Finger,2,5,5,2,5,2,5,2,,
17919,SL,2008-04-14,82.0,,,Randy Johnson,400023,116615,,swinging_strike,,,,,13,,R,R,L,SF,ARI,S,,,0,1,2008,-0.0352275,0.2424266666666666,-1.339,1.506,,,133160.0,0,1,Bot,,,,,,,080414_193336,-9.385,-118.937,-4.616,0.97,23.972,-31.678,3.38,1.5,,,,,,,233947,116615,,,,,,,,,,,,,,,,,8,2,Slider,0,2,0,2,2,0,0,2,,
17921,SL,2008-05-24,82.0,,,Randy Johnson,408299,116615,,ball,,,,,9,,R,R,L,ATL,ARI,B,,,1,1,2008,-0.1968,0.35222,0.617,2.048,,,,1,1,Bot,,,,,,,080524_160407,-4.802,-119.349,-2.758,-0.708,18.305,-30.536,3.38,1.5,,,,,,,234495,116615,,,,,,,,,,,,,,,,,5,3,Slider,0,0,0,0,0,0,0,0,,
17928,SL,2008-04-14,82.0,,,Randy Johnson,113660,116615,,ball,,,,,13,,R,R,L,SF,ARI,B,,,2,0,2008,0.24742,0.25074,-0.695,1.312,,133160.0,,1,1,Bot,,,,,,,080414_193624,-8.404,-119.054,-5.392,3.963,18.981,-31.583,3.328,1.547,,,,,,,233947,116615,,,,,,,,,,,,,,,,,9,3,Slider,0,2,0,2,2,0,0,2,,
17932,SL,2008-05-24,82.0,,,Randy Johnson,116706,116615,,called_strike,,,,,13,,R,R,L,ATL,ARI,S,,,1,0,2008,0.005826666666666667,0.6423266666666666,-1.007,2.04,,,,0,6,Bot,,,,,,,080524_173131,-8.134,-119.03,-3.564,1.434,17.739,-27.567,3.67,1.7,,,,,,,234495,116615,,,,,,,,,,,,,,,,,43,2,Slider,1,0,1,0,0,1,1,0,,
17950,SL,2008-07-01,81.9,,,Randy Johnson,429666,116615,,ball,,,,,12,,R,R,L,ARI,MIL,B,,,0,0,2008,0.3463675,0.9396,1.133,3.065,,,,1,2,Top,,,,,,,080701_190932,-3.534,-119.15,-3.195,4.938,22.143,-24.656,3.364,1.722,,,,,,,235013,116615,,,,,,,,,,,,,,,,,17,1,Slider,1,5,5,1,5,1,5,1,,
17953,SL,2008-06-09,81.9,,,Randy Johnson,276372,116615,walk,ball,,,,,12,Luis Rivas walks.    Doug Mientkiewicz scores.    Jose Bautista to 3rd.    Zach Duke to 2nd.,R,R,L,PIT,ARI,B,,,3,1,2008,0.09350166666666664,0.3585266666666666,1.096,2.731,137006.0,430832.0,435043.0,0,3,Bot,,,,,,,080609_132101,-3.772,-119.186,-1.297,2.287,25.135,-30.525,3.38,1.5,,,,,,,234718,116615,,,,,,,,,,,,0.7,,0.0,0.0,,21,5,Slider,0,0,0,0,0,0,0,0,,
18070,SL,2008-05-24,81.8,,,Randy Johnson,453923,116615,,swinging_strike,,,,,13,,R,L,L,ATL,ARI,S,,,0,0,2008,-0.2487091666666666,0.37888,-1.527,2.161,,,,0,3,Bot,,,,,,,080524_163544,-9.139,-118.693,-2.443,-1.225,21.239,-30.307,3.92,1.42,,,,,,,234495,116615,,,,,,,,,,,,,,,,,18,1,Slider,0,0,0,0,0,0,0,0,,
18085,SL,2008-04-14,81.8,,,Randy Johnson,400023,116615,,swinging_strike,,,,,5,,R,R,L,SF,ARI,S,,,3,1,2008,-0.18566666666666665,0.10898333333333332,0.126,2.244,,133160.0,,2,2,Bot,,,,,,,080414_200803,-5.792,-118.902,-2.5,-0.589,16.943,-33.034,3.38,1.5,,,,,,,233947,116615,,,,,,,,,,,,,,,,,21,5,Slider,2,2,2,2,2,2,2,2,,
18119,SL,2008-09-01,81.7,,,Randy Johnson,285131,116615,,called_strike,,,,,3,,R,R,L,ARI,STL,S,,,0,0,2008,-0.3341575,0.40926666666666656,0.665,3.054,,,425446.0,2,2,Top,,,,,,,080901_133344,-4.119,-118.977,-0.342,-2.126,20.475,-29.984,3.339,1.572,,,,,,,235819,116615,,,,,,,,,,,,,,,,,13,1,Slider,0,2,2,0,2,0,2,0,,
