offense,defense,type,yardsPlay,successPlay,quarter,offensePointsAhead,down,yardsToGo,yardsOwnGoal,shotgunPlay,yardsDrive,playsDrive,driveRushes,drivePasses,resultDrive,week
DEN,LAC,PASS,26.0,1,1,0,1.0,10.0,25.0,0,75,7,5,2,TD,5
LAC,DEN,PASS,5.0,1,1,-7,1.0,10.0,16.0,1,19,6,2,4,PUNT,5
DEN,LAC,RUSH,1.0,0,1,7,1.0,10.0,19.0,0,81,5,2,3,TD,5
DEN,LAC,RUSH,9.0,1,1,14,1.0,10.0,58.0,0,11,6,2,4,FUM,5
LAC,DEN,RUSH,3.0,0,2,-14,1.0,10.0,31.0,0,39,12,4,7,BLFG,5
DEN,LAC,RUSH,6.0,1,2,14,1.0,10.0,38.0,0,40,8,4,3,FG,5
LAC,DEN,PASS,0.0,0,2,-17,1.0,10.0,25.0,0,74,14,2,12,DWNS,5
LAC,DEN,RUSH,4.0,1,3,-17,1.0,10.0,12.0,1,4,3,1,2,PUNT,5
DEN,LAC,RUSH,16.0,1,3,17,1.0,10.0,35.0,0,24,4,2,2,PUNT,5
LAC,DEN,PASS,13.0,1,3,-17,1.0,10.0,20.0,1,30,5,1,4,PUNT,5
DEN,LAC,RUSH,3.0,0,3,17,1.0,10.0,9.0,0,7,3,2,1,PUNT,5
LAC,DEN,PASS,0.0,0,3,-17,1.0,10.0,44.0,1,7,3,2,1,PUNT,5
DEN,LAC,RUSH,1.0,0,3,17,1.0,10.0,4.0,0,1,2,1,1,INT,5
LAC,DEN,RUSH,5.0,1,3,-17,1.0,7.0,93.0,0,5,3,2,1,INT,5
DEN,LAC,PASS,0.0,0,3,17,1.0,10.0,20.0,0,-3,3,0,3,PUNT,5
DEN,LAC,RUSH,-3.0,0,3,10,1.0,10.0,25.0,0,39,11,7,3,MFG,5
DEN,LAC,RUSH,1.0,0,4,7,1.0,10.0,25.0,0,9,3,2,1,PUNT,5
DEN,LAC,RUSH,32.0,1,4,7,1.0,10.0,31.0,0,41,5,4,0,FG,5
LAC,DEN,PASS,6.0,1,4,-10,1.0,10.0,25.0,1,61,8,0,7,FG,5
DEN,LAC,RUSH,-1.0,0,4,7,1.0,10.0,58.0,0,-1,1,1,0,ENDQ,5
GB,DAL,PASS,6.0,1,1,0,1.0,10.0,25.0,1,1,3,1,2,PUNT,5
DAL,GB,PASS,2.0,0,1,0,1.0,10.0,25.0,0,37,4,1,3,INT,5
GB,DAL,PASS,18.0,1,1,0,1.0,10.0,53.0,0,47,5,1,4,TD,5
DAL,GB,RUSH,12.0,1,1,-7,1.0,10.0,10.0,0,46,6,3,3,PUNT,5
GB,DAL,PASS,23.0,1,1,7,1.0,10.0,11.0,1,89,9,4,5,TD,5
DAL,GB,RUSH,3.0,0,1,-14,1.0,10.0,25.0,0,40,6,3,3,INT,5
GB,DAL,RUSH,4.0,1,2,14,1.0,10.0,28.0,0,-6,3,1,2,PUNT,5
DAL,GB,RUSH,6.0,1,2,-14,1.0,10.0,31.0,0,16,5,4,1,PUNT,5
GB,DAL,RUSH,16.0,1,2,14,1.0,10.0,19.0,1,79,12,6,5,FG,5
DAL,GB,PASS,0.0,0,2,-17,1.0,10.0,24.0,0,40,9,2,6,MFG,5
GB,DAL,PASS,0.0,0,2,17,1.0,10.0,44.0,1,-2,3,0,3,PUNT,5
DAL,GB,RUSH,7.0,1,2,-17,1.0,10.0,10.0,1,21,3,2,1,ENDQ,5
DAL,GB,RUSH,4.0,1,3,-17,1.0,10.0,19.0,0,6,3,1,2,PUNT,5
GB,DAL,PASS,9.0,1,3,17,1.0,10.0,42.0,0,58,7,2,5,TD,5
DAL,GB,PASS,11.0,1,3,-24,1.0,10.0,25.0,1,57,11,2,8,FG,5
GB,DAL,RUSH,15.0,1,3,21,1.0,10.0,21.0,1,79,4,2,2,TD,5
DAL,GB,PASS,0.0,0,3,-28,1.0,10.0,25.0,1,75,6,0,6,TD,5
DAL,GB,PASS,27.0,1,3,-21,1.0,10.0,30.0,1,70,5,1,4,TD,5
GB,DAL,RUSH,5.0,1,4,14,1.0,10.0,25.0,1,0,5,2,3,PUNT,5
DAL,GB,PASS,0.0,0,4,-14,1.0,10.0,34.0,1,0,1,0,1,INT,5
GB,DAL,RUSH,5.0,1,4,14,1.0,10.0,71.0,0,9,4,2,1,FG,5
DAL,GB,PASS,7.0,1,4,-17,1.0,10.0,25.0,1,75,2,0,2,TD,5
GB,DAL,RUSH,11.0,1,4,10,1.0,10.0,25.0,0,9,6,4,2,PUNT,5
DAL,GB,PASS,13.0,1,4,-10,1.0,10.0,17.0,1,68,10,2,7,MFG,5
GB,DAL,RUSH,-1.0,0,4,10,1.0,10.0,23.0,0,-4,3,3,0,ENDQ,5
KC,IND,PASS,11.0,1,1,0,1.0,10.0,25.0,1,64,12,2,9,FG,5
IND,KC,PASS,8.0,1,1,-3,1.0,10.0,30.0,1,70,11,8,3,TD,5
KC,IND,PASS,12.0,1,1,-4,1.0,10.0,25.0,1,75,11,2,9,TD,5
IND,KC,PASS,5.0,1,2,-3,1.0,10.0,25.0,0,61,7,3,3,FG,5
KC,IND,PASS,0.0,0,2,0,1.0,10.0,25.0,0,0,3,0,3,PUNT,5
IND,KC,RUSH,11.0,1,2,0,1.0,10.0,33.0,1,45,6,3,3,INT,5
KC,IND,PASS,0.0,0,2,0,1.0,10.0,37.0,1,38,4,1,3,FUM,5
IND,KC,RUSH,2.0,0,2,0,1.0,10.0,14.0,1,-2,3,2,1,PUNT,5
KC,IND,PASS,-5.0,0,2,0,1.0,10.0,38.0,1,20,8,2,6,PUNT,5
IND,KC,PASS,8.0,1,2,0,1.0,10.0,12.0,1,74,11,1,9,FG,5
KC,IND,RUSH,-1.0,0,2,-3,1.0,10.0,26.0,0,-1,1,1,0,ENDQ,5
KC,IND,RUSH,4.0,1,3,-3,1.0,10.0,20.0,1,43,5,2,3,PUNT,5
IND,KC,RUSH,3.0,0,3,3,1.0,10.0,12.0,0,47,11,6,5,PUNT,5
KC,IND,PASS,0.0,0,3,-3,1.0,10.0,5.0,1,0,3,1,2,PUNT,5
IND,KC,RUSH,4.0,1,3,3,1.0,10.0,52.0,1,35,14,11,2,FG,5
KC,IND,PASS,5.0,1,4,-6,1.0,10.0,25.0,1,8,5,2,3,DWNS,5
IND,KC,RUSH,6.0,1,4,6,1.0,10.0,67.0,0,21,7,6,0,FG,5
KC,IND,RUSH,14.0,1,4,-9,1.0,10.0,25.0,1,57,7,1,5,FG,5
IND,KC,RUSH,-1.0,0,4,6,1.0,10.0,53.0,0,-2,2,2,0,ENDQ,5
CLE,SF,PASS,20.0,1,1,0,1.0,10.0,25.0,1,17,4,1,3,PUNT,5
SF,CLE,RUSH,83.0,1,1,0,1.0,10.0,17.0,0,83,1,1,0,TD,5
CLE,SF,PASS,0.0,0,1,-7,1.0,10.0,25.0,1,0,1,0,1,INT,5
SF,CLE,PASS,0.0,0,1,7,1.0,10.0,59.0,0,1,3,1,2,PUNT,5
CLE,SF,RUSH,3.0,0,1,-7,1.0,10.0,12.0,0,-6,3,1,2,PUNT,5
SF,CLE,RUSH,6.0,1,1,7,1.0,10.0,26.0,0,74,8,4,4,TD,5
CLE,SF,RUSH,4.0,1,1,-14,1.0,10.0,22.0,0,7,5,4,1,FUM,5
SF,CLE,PASS,3.0,0,1,14,1.0,10.0,71.0,1,0,4,0,3,MFG,5
CLE,SF,RUSH,4.0,1,1,-14,1.0,10.0,37.0,0,51,10,4,5,FG,5
SF,CLE,PASS,0.0,0,2,11,1.0,10.0,25.0,0,15,5,3,2,PUNT,5
CLE,SF,PASS,18.0,1,2,-11,1.0,10.0,22.0,0,72,7,3,4,INT,5
SF,CLE,PASS,13.0,1,2,11,1.0,10.0,51.0,1,49,6,5,1,TD,5
CLE,SF,PASS,0.0,0,2,-18,1.0,10.0,17.0,1,-5,3,0,3,PUNT,5
SF,CLE,PASS,-3.0,0,2,18,1.0,10.0,62.0,1,4,4,0,3,MFG,5
CLE,SF,PASS,0.0,0,2,-18,1.0,10.0,42.0,1,0,1,0,1,ENDQ,5
SF,CLE,PASS,8.0,1,3,18,1.0,10.0,10.0,0,90,9,4,5,TD,5
CLE,SF,PASS,20.0,1,3,-25,1.0,10.0,23.0,0,22,4,1,3,PUNT,5
SF,CLE,RUSH,2.0,0,3,25,1.0,10.0,4.0,0,82,15,8,6,BLFG,5
CLE,SF,PASS,0.0,0,3,-25,1.0,10.0,45.0,1,0,3,0,3,PUNT,5
SF,CLE,RUSH,5.0,1,3,25,1.0,10.0,10.0,0,12,6,3,3,PUNT,5
CLE,SF,RUSH,3.0,0,4,-25,1.0,10.0,18.0,1,3,3,2,1,PUNT,5
SF,CLE,PASS,10.0,1,4,25,1.0,10.0,16.0,0,0,4,3,1,PUNT,5
CLE,SF,RUSH,3.0,0,4,-28,1.0,10.0,25.0,1,4,3,2,1,PUNT,5
SF,CLE,RUSH,3.0,1,4,28,1.0,10.0,20.0,0,10,6,6,0,ENDQ,5
NE,NYG,RUSH,4.0,1,1,0,1.0,10.0,28.0,0,53,7,5,2,DWNS,6
NYG,NE,PASS,9.0,1,1,0,1.0,10.0,18.0,1,9,3,1,2,PUNT,6
NE,NYG,PASS,-7.0,0,1,0,1.0,10.0,20.0,0,6,3,0,3,PUNT,6
NYG,NE,RUSH,3.0,0,1,0,1.0,10.0,30.0,0,3,2,1,1,INT,6
NE,NYG,PASS,0.0,0,1,0,1.0,10.0,57.0,0,0,1,0,1,INT,6
NYG,NE,RUSH,1.0,0,1,0,1.0,10.0,50.0,0,5,3,2,1,PUNT,6
NE,NYG,PASS,0.0,0,1,0,1.0,10.0,12.0,0,24,6,2,4,PUNT,6
NYG,NE,PASS,0.0,0,1,0,1.0,10.0,18.0,0,1,3,1,2,BLPU,6
NYG,NE,PASS,11.0,1,1,-7,1.0,10.0,25.0,1,27,6,1,5,PUNT,6
NE,NYG,PASS,15.0,1,2,7,1.0,10.0,15.0,0,28,7,2,5,PUNT,6
NYG,NE,RUSH,6.0,1,2,-7,1.0,10.0,25.0,0,10,3,2,1,INT,6
NE,NYG,PASS,0.0,0,2,7,1.0,10.0,80.0,1,20,5,3,2,TD,6
NYG,NE,PASS,7.0,1,2,-14,1.0,10.0,25.0,1,75,3,1,2,TD,6
NE,NYG,PASS,29.0,1,2,7,1.0,10.0,25.0,0,17,3,0,3,FUM,6
NE,NYG,RUSH,5.0,1,2,0,1.0,10.0,25.0,0,75,11,5,6,TD,6
NYG,NE,RUSH,-1.0,0,2,-7,1.0,10.0,21.0,0,-1,1,1,0,ENDQ,6
NYG,NE,RUSH,10.0,1,3,-7,1.0,10.0,22.0,0,48,6,2,4,INT,6
NE,NYG,RUSH,9.0,1,3,7,1.0,10.0,18.0,0,60,16,5,10,MFG,6
NE,NYG,RUSH,2.0,0,4,7,1.0,10.0,20.0,1,48,9,3,6,DWNS,6
NYG,NE,PASS,0.0,0,4,-7,1.0,10.0,32.0,0,-7,3,1,2,FUM,6
NYG,NE,RUSH,3.0,0,4,-14,1.0,10.0,25.0,0,8,3,1,2,PUNT,6
NE,NYG,RUSH,13.0,1,4,14,1.0,10.0,37.0,0,63,7,5,2,TD,6
NYG,NE,PASS,7.0,1,4,-21,1.0,10.0,25.0,1,12,6,0,6,DWNS,6
NE,NYG,RUSH,2.0,0,4,21,1.0,10.0,63.0,0,28,4,4,0,ENDQ,6
TB,CAR,PASS,0.0,0,1,0,1.0,10.0,25.0,0,0,1,0,1,INT,6
CAR,TB,RUSH,1.0,0,1,0,1.0,10.0,71.0,0,-2,4,1,2,FG,6
TB,CAR,RUSH,5.0,1,1,-3,1.0,10.0,25.0,0,6,3,2,1,PUNT,6
CAR,TB,PASS,0.0,0,1,3,1.0,10.0,25.0,0,0,3,0,3,PUNT,6
TB,CAR,PASS,17.0,1,1,-3,1.0,10.0,31.0,0,19,4,0,4,PUNT,6
CAR,TB,RUSH,3.0,0,1,3,1.0,10.0,1.0,0,99,12,7,5,TD,6
TB,CAR,RUSH,2.0,0,1,-10,1.0,10.0,25.0,0,3,3,1,2,PUNT,6
TB,CAR,RUSH,2.0,0,2,-10,1.0,10.0,63.0,0,37,3,2,1,TD,6
CAR,TB,PASS,0.0,0,2,3,1.0,10.0,25.0,0,0,3,0,3,PUNT,6
TB,CAR,PASS,16.0,1,2,-3,1.0,10.0,15.0,0,14,4,1,3,INT,6
CAR,TB,RUSH,4.0,1,2,3,1.0,10.0,64.0,1,36,4,1,3,TD,6
TB,CAR,RUSH,2.0,0,2,-10,1.0,10.0,25.0,0,46,12,4,8,FUM,6
CAR,TB,PASS,-12.0,0,2,10,1.0,10.0,29.0,1,3,3,2,1,PUNT,6
TB,CAR,PASS,15.0,1,2,-10,1.0,10.0,21.0,1,-5,4,0,4,PUNT,6
CAR,TB,RUSH,13.0,1,3,10,1.0,10.0,25.0,0,10,4,1,3,PUNT,6
TB,CAR,RUSH,3.0,0,3,-10,1.0,10.0,15.0,0,9,3,2,1,PUNT,6
CAR,TB,PASS,30.0,1,3,10,1.0,10.0,33.0,0,39,5,1,3,FG,6
TB,CAR,PASS,0.0,0,3,-13,1.0,10.0,25.0,0,0,1,0,1,INT,6
CAR,TB,RUSH,8.0,1,3,13,1.0,8.0,92.0,0,8,1,1,0,TD,6
TB,CAR,PASS,19.0,1,3,-20,1.0,10.0,25.0,1,39,7,1,5,FG,6
CAR,TB,RUSH,1.0,0,3,17,1.0,10.0,25.0,0,75,10,4,6,TD,6
TB,CAR,PASS,0.0,0,4,-24,1.0,10.0,25.0,0,75,7,0,6,TD,6
CAR,TB,PASS,0.0,0,4,16,1.0,10.0,25.0,0,-4,3,1,2,PUNT,6
TB,CAR,PASS,0.0,0,4,-16,1.0,10.0,27.0,1,0,3,0,3,PUNT,6
CAR,TB,RUSH,5.0,1,4,16,1.0,10.0,30.0,1,4,3,2,1,PUNT,6
TB,CAR,PASS,0.0,0,4,-19,1.0,10.0,25.0,1,75,12,1,10,TD,6
CAR,TB,PASS,6.0,1,4,11,1.0,10.0,25.0,1,9,3,2,1,PUNT,6
TB,CAR,PASS,0.0,0,4,-11,1.0,10.0,23.0,1,22,6,0,6,INT,6
CAR,TB,RUSH,1.0,0,4,11,1.0,10.0,76.0,0,1,4,3,0,MFG,6
TB,CAR,PASS,9.0,1,4,-11,1.0,10.0,31.0,1,49,5,0,5,INT,6
CAR,TB,RUSH,-1.0,0,4,11,1.0,10.0,20.0,0,-1,1,1,0,ENDQ,6
BAL,CIN,RUSH,0.0,0,1,-7,1.0,10.0,25.0,0,75,6,5,1,TD,6
CIN,BAL,RUSH,2.0,0,1,0,1.0,10.0,25.0,0,4,3,2,1,PUNT,6
BAL,CIN,RUSH,14.0,1,1,0,1.0,10.0,34.0,1,66,10,5,5,TD,6
BAL,CIN,PASS,9.0,1,1,7,1.0,10.0,21.0,1,57,8,3,4,FG,6
CIN,BAL,PASS,22.0,1,2,-10,1.0,10.0,25.0,1,35,7,3,4,PUNT,6
BAL,CIN,PASS,10.0,1,2,10,1.0,10.0,8.0,0,46,7,4,3,PUNT,6
CIN,BAL,PASS,0.0,0,2,-10,1.0,10.0,20.0,1,59,9,2,7,INT,6
BAL,CIN,PASS,6.0,1,2,10,1.0,10.0,22.0,0,22,4,0,4,FUM,6
CIN,BAL,PASS,17.0,1,2,-10,1.0,10.0,61.0,1,35,7,2,4,FG,6
BAL,CIN,PASS,5.0,1,2,7,1.0,10.0,25.0,1,44,5,1,4,ENDQ,6
BAL,CIN,PASS,0.0,0,3,7,1.0,10.0,40.0,1,13,6,2,4,PUNT,6
CIN,BAL,PASS,5.0,1,3,-7,1.0,10.0,9.0,1,41,11,2,9,PUNT,6
BAL,CIN,RUSH,6.0,1,3,7,1.0,10.0,9.0,1,60,13,7,5,FG,6
CIN,BAL,RUSH,17.0,1,4,-10,1.0,10.0,27.0,0,21,4,1,3,PUNT,6
BAL,CIN,RUSH,12.0,1,4,10,1.0,10.0,15.0,1,83,18,13,4,FG,6
CIN,BAL,PASS,0.0,0,4,-13,1.0,10.0,25.0,1,75,12,1,11,TD,6
BAL,CIN,RUSH,-1.0,0,4,6,1.0,10.0,56.0,0,-3,3,3,0,ENDQ,6
KC,HOU,PASS,0.0,0,1,0,1.0,10.0,9.0,0,91,6,0,6,TD,6
HOU,KC,RUSH,-7.0,0,1,-7,1.0,10.0,25.0,1,-7,1,1,0,FUM,6
KC,HOU,PASS,0.0,0,1,7,1.0,10.0,82.0,1,-5,4,1,2,FG,6
HOU,KC,PASS,2.0,0,1,-10,1.0,10.0,25.0,1,49,12,4,7,FG,6
KC,HOU,RUSH,2.0,0,1,7,1.0,10.0,10.0,1,90,9,3,6,TD,6
HOU,KC,RUSH,5.0,1,1,-14,1.0,10.0,25.0,1,75,10,6,4,TD,6
HOU,KC,RUSH,1.0,0,2,-8,1.0,10.0,20.0,1,80,12,4,8,TD,6
KC,HOU,PASS,19.0,1,2,1,1.0,10.0,27.0,1,41,6,0,5,MFG,6
HOU,KC,RUSH,3.0,0,2,-1,1.0,10.0,40.0,1,20,7,2,5,INT,6
KC,HOU,PASS,-17.0,0,2,1,1.0,10.0,20.0,0,-17,1,0,1,FUM,6
HOU,KC,RUSH,3.0,1,2,-1,1.0,3.0,97.0,1,3,1,1,0,TD,6
KC,HOU,RUSH,-1.0,0,2,-6,1.0,10.0,24.0,0,-1,1,1,0,ENDQ,6
HOU,KC,PASS,8.0,1,3,6,1.0,10.0,25.0,1,47,10,3,6,MFG,6
KC,HOU,PASS,8.0,1,3,-6,1.0,10.0,36.0,1,64,10,3,7,TD,6
HOU,KC,RUSH,8.0,1,3,-1,1.0,10.0,23.0,1,65,11,6,5,INT,6
KC,HOU,PASS,0.0,0,3,1,1.0,10.0,20.0,1,5,3,0,3,PUNT,6
HOU,KC,RUSH,4.0,1,4,-1,1.0,10.0,7.0,1,93,13,8,4,TD,6
KC,HOU,PASS,-4.0,0,4,-7,1.0,10.0,25.0,1,-3,3,1,2,PUNT,6
HOU,KC,RUSH,1.0,0,4,7,1.0,10.0,37.0,1,42,9,6,3,ENDQ,6
NO,JAC,PASS,8.0,1,1,0,1.0,10.0,25.0,1,24,5,2,3,PUNT,6
JAC,NO,RUSH,4.0,1,1,0,1.0,10.0,9.0,0,20,5,2,3,PUNT,6
NO,JAC,PASS,9.0,1,1,0,1.0,10.0,30.0,1,26,8,3,5,PUNT,6
JAC,NO,RUSH,2.0,0,1,0,1.0,10.0,2.0,0,2,3,1,2,PUNT,6
NO,JAC,RUSH,-3.0,0,1,0,1.0,10.0,63.0,0,8,7,1,5,FG,6
NO,JAC,PASS,27.0,1,1,3,1.0,10.0,17.0,0,33,4,1,3,PUNT,6
JAC,NO,RUSH,2.0,0,2,-3,1.0,10.0,15.0,0,6,3,2,1,PUNT,6
NO,JAC,RUSH,-2.0,0,2,3,1.0,10.0,18.0,0,6,3,1,2,PUNT,6
JAC,NO,PASS,12.0,1,2,-3,1.0,10.0,30.0,0,66,13,7,5,FG,6
NO,JAC,PASS,3.0,0,2,0,1.0,10.0,23.0,1,28,6,0,6,PUNT,6
JAC,NO,PASS,5.0,1,2,0,1.0,10.0,14.0,1,6,5,1,4,ENDQ,6
JAC,NO,PASS,20.0,1,3,0,1.0,10.0,25.0,0,20,4,1,3,INT,6
NO,JAC,RUSH,6.0,1,3,0,1.0,10.0,40.0,0,57,11,6,4,FG,6
JAC,NO,PASS,0.0,0,3,-3,1.0,10.0,25.0,0,61,10,4,5,FG,6
JAC,NO,RUSH,2.0,0,4,-7,1.0,10.0,25.0,1,35,8,2,6,DWNS,6
NO,JAC,RUSH,4.0,1,4,7,1.0,10.0,40.0,0,-2,3,1,2,PUNT,6
JAC,NO,RUSH,4.0,1,4,-7,1.0,10.0,11.0,0,5,3,2,1,PUNT,6
NO,JAC,RUSH,6.0,1,4,7,1.0,10.0,40.0,0,51,9,7,2,ENDQ,6
MIN,PHI,PASS,4.0,1,1,0,1.0,10.0,25.0,0,75,13,8,5,TD,6
PHI,MIN,RUSH,5.0,1,1,-7,1.0,10.0,7.0,0,8,3,3,0,PUNT,6
MIN,PHI,PASS,5.0,1,1,7,1.0,10.0,44.0,0,35,9,3,5,FG,6
PHI,MIN,RUSH,7.0,1,1,-10,1.0,10.0,25.0,0,40,10,5,4,FG,6
MIN,PHI,RUSH,13.0,1,2,7,1.0,10.0,25.0,0,75,2,1,1,TD,6
PHI,MIN,PASS,9.0,1,2,-14,1.0,10.0,25.0,1,26,7,0,7,DWNS,6
MIN,PHI,PASS,51.0,1,2,14,1.0,10.0,49.0,0,51,1,0,1,TD,6
PHI,MIN,RUSH,9.0,1,2,-21,1.0,10.0,25.0,0,75,5,2,3,TD,6
MIN,PHI,PASS,18.0,1,2,14,1.0,10.0,25.0,0,16,4,1,3,PUNT,6
PHI,MIN,RUSH,-4.0,0,2,-14,1.0,10.0,22.0,0,19,5,2,3,PUNT,6
PHI,MIN,PASS,9.0,1,2,-14,1.0,10.0,48.0,1,31,9,0,9,INT,6
MIN,PHI,RUSH,-1.0,0,2,14,1.0,10.0,32.0,0,-1,1,1,0,ENDQ,6
PHI,MIN,RUSH,3.0,0,3,-14,1.0,10.0,25.0,0,75,6,2,4,TD,6
MIN,PHI,PASS,0.0,0,3,7,1.0,10.0,25.0,0,-2,5,2,3,PUNT,6
PHI,MIN,PASS,26.0,1,3,-7,1.0,10.0,45.0,1,33,5,2,2,FG,6
MIN,PHI,PASS,13.0,1,3,4,1.0,10.0,25.0,0,75,9,3,6,TD,6
PHI,MIN,RUSH,3.0,0,3,-11,1.0,10.0,25.0,0,18,6,2,4,PUNT,6
MIN,PHI,RUSH,4.0,1,4,11,1.0,10.0,12.0,0,88,8,6,2,TD,6
PHI,MIN,PASS,13.0,1,4,-18,1.0,10.0,25.0,0,45,6,0,6,FUM,6
MIN,PHI,RUSH,-1.0,0,4,18,1.0,10.0,49.0,0,5,3,3,0,PUNT,6
PHI,MIN,PASS,0.0,0,4,-18,1.0,10.0,8.0,1,0,1,0,1,INT,6
MIN,PHI,RUSH,4.0,1,4,18,1.0,10.0,69.0,0,23,7,6,1,FUM,6
PHI,MIN,RUSH,6.0,1,4,-18,1.0,10.0,34.0,0,30,4,4,0,ENDQ,6
SEA,CLE,PASS,5.0,1,1,-7,1.0,10.0,25.0,0,75,7,4,3,TD,6
CLE,SEA,RUSH,5.0,1,1,1,1.0,10.0,31.0,1,69,10,3,7,TD,6
SEA,CLE,PASS,0.0,0,1,-8,1.0,10.0,25.0,1,36,7,2,5,PUNT,6
CLE,SEA,PASS,9.0,1,1,8,1.0,10.0,8.0,0,92,3,1,2,TD,6
SEA,CLE,RUSH,1.0,0,2,-14,1.0,10.0,25.0,0,55,9,4,4,FG,6
CLE,SEA,RUSH,1.0,0,2,11,1.0,10.0,25.0,1,1,3,1,2,BLPU,6
SEA,CLE,RUSH,-7.0,0,2,-11,1.0,10.0,80.0,1,18,6,3,2,FG,6
CLE,SEA,PASS,11.0,1,2,8,1.0,10.0,25.0,1,29,4,0,4,INT,6
SEA,CLE,RUSH,6.0,1,2,-8,1.0,10.0,39.0,0,7,3,2,1,PUNT,6
CLE,SEA,PASS,41.0,1,2,8,1.0,10.0,20.0,0,70,9,4,5,INT,6
SEA,CLE,PASS,4.0,1,2,-8,1.0,10.0,12.0,1,88,9,1,7,TD,6
CLE,SEA,PASS,9.0,1,2,2,1.0,10.0,25.0,1,23,4,0,4,ENDQ,6
SEA,CLE,RUSH,4.0,1,3,-2,1.0,10.0,25.0,0,-8,3,1,2,PUNT,6
CLE,SEA,RUSH,-2.0,0,3,2,1.0,10.0,40.0,1,21,7,3,4,FUM,6
SEA,CLE,RUSH,3.0,0,3,-2,1.0,10.0,42.0,1,58,7,3,4,TD,6
CLE,SEA,RUSH,2.0,0,3,-5,1.0,10.0,25.0,0,3,4,2,2,PUNT,6
SEA,CLE,RUSH,4.0,1,3,5,1.0,10.0,12.0,1,36,6,4,2,FUM,6
SEA,CLE,RUSH,-1.0,0,4,5,1.0,10.0,2.0,1,-1,3,1,2,PUNT,6
CLE,SEA,RUSH,21.0,1,4,-5,1.0,10.0,76.0,1,24,3,2,0,TD,6
SEA,CLE,RUSH,5.0,1,4,-3,1.0,10.0,21.0,1,79,9,6,3,TD,6
SEA,CLE,RUSH,3.0,1,4,4,1.0,10.0,74.0,1,21,8,7,1,ENDQ,6
WAS,MIA,RUSH,0.0,0,1,0,1.0,10.0,25.0,0,9,3,2,1,PUNT,6
MIA,WAS,RUSH,3.0,0,1,0,1.0,10.0,13.0,0,14,4,1,3,PUNT,6
WAS,MIA,PASS,0.0,0,1,0,1.0,10.0,18.0,0,8,3,0,3,PUNT,6
MIA,WAS,PASS,-9.0,0,1,0,1.0,10.0,26.0,0,-6,3,0,3,PUNT,6
WAS,MIA,RUSH,-1.0,0,1,0,1.0,10.0,28.0,0,3,3,1,2,PUNT,6
MIA,WAS,RUSH,5.0,1,1,0,1.0,10.0,38.0,0,18,10,5,5,PUNT,6
WAS,MIA,RUSH,5.0,1,1,0,1.0,10.0,7.0,0,93,8,6,2,TD,6
MIA,WAS,RUSH,11.0,1,2,-7,1.0,10.0,25.0,0,39,9,3,6,INT,6
WAS,MIA,RUSH,3.0,0,2,7,1.0,10.0,31.0,0,7,3,2,1,PUNT,6
MIA,WAS,PASS,5.0,1,2,-7,1.0,10.0,16.0,1,63,10,3,6,FG,6
WAS,MIA,RUSH,0.0,0,2,4,1.0,10.0,25.0,1,18,5,3,2,ENDQ,6
MIA,WAS,RUSH,4.0,1,3,-4,1.0,10.0,25.0,0,4,3,1,2,PUNT,6
WAS,MIA,RUSH,5.0,1,3,4,1.0,10.0,30.0,0,70,6,4,2,TD,6
MIA,WAS,PASS,0.0,0,3,-11,1.0,10.0,25.0,0,-6,3,0,3,INT,6
WAS,MIA,RUSH,4.0,1,3,11,1.0,10.0,66.0,0,31,8,4,3,FG,6
MIA,WAS,RUSH,3.0,0,3,-14,1.0,10.0,17.0,0,-1,3,1,2,PUNT,6
WAS,MIA,RUSH,5.0,1,3,14,1.0,10.0,36.0,0,27,7,3,3,MFG,6
MIA,WAS,RUSH,9.0,1,4,-14,1.0,10.0,45.0,0,55,9,5,4,TD,6
WAS,MIA,PASS,0.0,0,4,7,1.0,10.0,23.0,0,4,3,1,2,PUNT,6
MIA,WAS,PASS,21.0,1,4,-7,1.0,10.0,26.0,1,26,4,0,4,PUNT,6
WAS,MIA,RUSH,2.0,0,4,7,1.0,10.0,12.0,0,7,3,1,2,PUNT,6
MIA,WAS,PASS,1.0,0,4,-7,1.0,10.0,59.0,1,1,3,1,2,PUNT,6
WAS,MIA,RUSH,0.0,0,4,7,1.0,10.0,1.0,0,48,7,5,2,PUNT,6
MIA,WAS,PASS,0.0,0,4,-7,1.0,10.0,25.0,1,75,10,1,8,TD,6
WAS,MIA,RUSH,-1.0,0,4,1,1.0,10.0,53.0,0,-1,1,1,0,ENDQ,6
ATL,ARI,PASS,17.0,1,1,0,1.0,10.0,20.0,0,80,10,5,5,TD,6
ARI,ATL,PASS,6.0,1,1,-7,1.0,10.0,22.0,1,57,9,3,5,FG,6
ATL,ARI,RUSH,6.0,1,1,4,1.0,10.0,40.0,0,5,4,1,3,PUNT,6
ATL,ARI,PASS,5.0,1,2,-3,1.0,10.0,29.0,0,-1,3,1,2,PUNT,6
ARI,ATL,RUSH,17.0,1,2,3,1.0,10.0,21.0,1,79,4,2,2,TD,6
ATL,ARI,RUSH,-2.0,0,2,-10,1.0,10.0,25.0,0,64,11,6,4,FG,6
ARI,ATL,PASS,5.0,1,2,7,1.0,10.0,25.0,0,71,15,6,8,FG,6
ARI,ATL,RUSH,14.0,1,3,10,1.0,10.0,36.0,1,64,9,3,6,TD,6
