offense,defense,type,yardsPlay,successPlay,quarter,offensePointsAhead,down,yardsToGo,yardsOwnGoal,shotgunPlay,yardsDrive,playsDrive,driveRushes,drivePasses,resultDrive,week
JAC,IND,PASS,0.0,0,2,-3,1.0,10.0,23.0,1,0,1,0,1,INT,11
JAC,IND,PASS,12.0,1,2,-3,1.0,10.0,39.0,1,31,4,0,4,ENDQ,11
IND,JAC,PASS,10.0,1,3,3,1.0,10.0,23.0,1,77,10,6,4,TD,11
JAC,IND,RUSH,-2.0,0,3,-10,1.0,10.0,25.0,1,31,10,3,7,DWNS,11
IND,JAC,RUSH,18.0,1,3,10,1.0,10.0,44.0,0,56,5,3,2,TD,11
JAC,IND,PASS,5.0,1,3,-17,1.0,10.0,25.0,1,5,3,0,3,PUNT,11
JAC,IND,PASS,0.0,0,3,-17,1.0,10.0,71.0,1,1,4,0,3,MFG,11
IND,JAC,RUSH,5.0,1,4,17,1.0,10.0,36.0,0,64,4,4,0,TD,11
JAC,IND,PASS,5.0,1,4,-24,1.0,10.0,25.0,1,16,5,0,5,PUNT,11
IND,JAC,RUSH,17.0,1,4,24,1.0,10.0,12.0,1,37,7,6,1,INT,11
JAC,IND,PASS,8.0,1,4,-24,1.0,10.0,10.0,1,90,12,0,11,TD,11
IND,JAC,RUSH,-1.0,0,4,18,1.0,10.0,11.0,0,-2,2,2,0,ENDQ,11
NO,TB,PASS,0.0,0,1,0,1.0,10.0,14.0,0,60,10,3,6,FG,11
TB,NO,RUSH,6.0,1,1,-3,1.0,10.0,25.0,0,6,3,1,2,PUNT,11
NO,TB,PASS,17.0,1,1,3,1.0,10.0,24.0,1,68,12,4,7,FG,11
TB,NO,RUSH,0.0,0,1,-6,1.0,10.0,16.0,0,0,2,1,1,INT,11
NO,TB,PASS,16.0,1,1,6,1.0,10.0,84.0,1,16,1,0,1,TD,11
TB,NO,PASS,10.0,1,2,-13,1.0,10.0,25.0,0,15,5,1,4,PUNT,11
NO,TB,RUSH,4.0,1,2,13,1.0,10.0,49.0,1,51,13,6,7,TD,11
TB,NO,PASS,11.0,1,2,-20,1.0,10.0,25.0,1,75,7,1,6,TD,11
NO,TB,PASS,2.0,0,2,13,1.0,10.0,25.0,0,-8,3,0,3,PUNT,11
TB,NO,PASS,0.0,0,2,-13,1.0,10.0,43.0,1,14,8,0,8,INT,11
TB,NO,PASS,0.0,0,3,-13,1.0,10.0,25.0,1,38,10,1,8,FG,11
NO,TB,RUSH,7.0,1,3,10,1.0,10.0,25.0,0,75,10,5,5,TD,11
TB,NO,PASS,6.0,1,3,-17,1.0,10.0,25.0,1,75,8,0,8,TD,11
NO,TB,PASS,15.0,1,3,10,1.0,10.0,25.0,1,8,4,1,3,PUNT,11
TB,NO,PASS,4.0,1,4,-10,1.0,10.0,15.0,1,36,5,1,4,PUNT,11
NO,TB,PASS,11.0,1,4,10,1.0,10.0,33.0,1,29,8,4,4,PUNT,11
TB,NO,PASS,22.0,1,4,-10,1.0,10.0,11.0,1,22,5,0,5,INT,11
TB,NO,PASS,20.0,1,4,-17,1.0,10.0,25.0,1,74,9,2,7,INT,11
NO,TB,RUSH,2.0,0,4,17,1.0,10.0,20.0,0,9,5,5,0,ENDQ,11
NYJ,WAS,PASS,8.0,1,1,0,1.0,10.0,25.0,0,75,7,3,4,TD,11
WAS,NYJ,PASS,6.0,1,1,-6,1.0,10.0,27.0,1,9,5,2,3,PUNT,11
NYJ,WAS,RUSH,5.0,1,1,6,1.0,10.0,25.0,1,25,5,3,2,PUNT,11
WAS,NYJ,RUSH,4.0,1,1,-6,1.0,10.0,14.0,1,0,3,1,2,PUNT,11
NYJ,WAS,RUSH,0.0,0,1,6,1.0,10.0,38.0,0,62,12,5,7,TD,11
NYJ,WAS,RUSH,2.0,0,2,13,1.0,10.0,45.0,0,-8,2,1,1,INT,11
WAS,NYJ,RUSH,5.0,1,2,-13,1.0,10.0,84.0,0,-10,4,1,2,FG,11
WAS,NYJ,RUSH,9.0,1,2,-10,1.0,10.0,73.0,1,16,6,4,1,MFG,11
NYJ,WAS,RUSH,2.0,0,2,10,1.0,10.0,20.0,0,18,8,5,3,PUNT,11
WAS,NYJ,PASS,5.0,1,2,-10,1.0,10.0,25.0,1,9,3,0,3,PUNT,11
NYJ,WAS,PASS,21.0,1,2,10,1.0,10.0,18.0,1,82,3,0,3,TD,11
WAS,NYJ,RUSH,2.0,0,3,-17,1.0,10.0,19.0,1,20,6,3,3,PUNT,11
NYJ,WAS,PASS,26.0,1,3,17,1.0,10.0,31.0,0,26,4,1,3,PUNT,11
WAS,NYJ,RUSH,2.0,0,3,-17,1.0,10.0,20.0,0,2,6,2,4,PUNT,11
NYJ,WAS,RUSH,6.0,1,3,17,1.0,10.0,40.0,0,60,10,6,4,TD,11
WAS,NYJ,PASS,0.0,0,4,-24,1.0,10.0,11.0,1,0,1,0,1,INT,11
NYJ,WAS,RUSH,4.0,1,4,24,1.0,5.0,95.0,1,5,2,2,0,TD,11
WAS,NYJ,PASS,-3.0,0,4,-31,1.0,10.0,31.0,1,69,7,0,6,TD,11
NYJ,WAS,RUSH,9.0,1,4,23,1.0,10.0,27.0,0,42,9,3,5,MFG,11
WAS,NYJ,PASS,0.0,0,4,-23,1.0,10.0,39.0,1,0,3,0,3,PUNT,11
NYJ,WAS,RUSH,2.0,0,4,23,1.0,10.0,3.0,0,3,3,2,1,PUNT,11
NYJ,WAS,RUSH,-2.0,0,4,17,1.0,10.0,56.0,0,-3,2,2,0,ENDQ,11
ARI,SF,RUSH,8.0,1,1,0,1.0,10.0,25.0,0,67,10,5,4,FG,11
SF,ARI,PASS,4.0,1,1,-3,1.0,10.0,25.0,0,5,3,1,2,PUNT,11
ARI,SF,RUSH,7.0,1,1,3,1.0,10.0,19.0,1,81,11,2,9,TD,11
ARI,SF,PASS,0.0,0,1,9,1.0,10.0,41.0,1,-1,3,1,2,PUNT,11
SF,ARI,RUSH,-1.0,0,1,-9,1.0,10.0,15.0,0,-8,3,2,1,PUNT,11
ARI,SF,RUSH,5.0,1,2,9,1.0,10.0,43.0,1,57,9,4,5,TD,11
SF,ARI,PASS,57.0,1,2,-16,1.0,10.0,25.0,1,75,5,0,5,TD,11
ARI,SF,RUSH,-1.0,0,2,9,1.0,10.0,19.0,1,20,5,2,3,PUNT,11
SF,ARI,PASS,37.0,1,3,-6,1.0,10.0,16.0,1,84,6,2,4,TD,11
ARI,SF,PASS,-3.0,0,3,-1,1.0,10.0,25.0,1,-4,3,0,3,PUNT,11
SF,ARI,RUSH,1.0,0,3,1,1.0,10.0,37.0,0,51,7,2,5,INT,11
ARI,SF,RUSH,11.0,1,3,-1,1.0,10.0,53.0,1,22,7,3,3,FG,11
SF,ARI,PASS,-7.0,0,3,-2,1.0,10.0,25.0,0,75,11,1,9,TD,11
ARI,SF,PASS,8.0,1,4,-4,1.0,10.0,22.0,1,78,10,6,4,TD,11
SF,ARI,PASS,23.0,1,4,-3,1.0,10.0,33.0,0,43,6,0,6,INT,11
ARI,SF,RUSH,4.0,1,4,3,1.0,10.0,25.0,1,-6,3,2,1,PUNT,11
SF,ARI,PASS,7.0,1,4,-3,1.0,10.0,35.0,1,65,8,1,7,TD,11
ARI,SF,PASS,5.0,0,4,-4,1.0,10.0,25.0,1,5,1,0,1,FUM,11
SF,ARI,RUSH,2.0,0,4,4,1.0,10.0,70.0,0,8,4,4,0,DWNS,11
ARI,SF,PASS,0.0,0,4,-4,1.0,10.0,22.0,1,4,2,0,2,ENDQ,11
OAK,CIN,RUSH,21.0,1,1,0,1.0,10.0,25.0,0,16,4,2,2,PUNT,11
CIN,OAK,PASS,17.0,1,1,0,1.0,10.0,27.0,1,1,4,0,4,FUM,11
OAK,CIN,RUSH,4.0,1,1,0,1.0,10.0,72.0,1,19,3,3,0,FUM,11
CIN,OAK,RUSH,30.0,1,1,0,1.0,10.0,15.0,0,85,12,6,6,TD,11
OAK,CIN,PASS,3.0,0,1,-7,1.0,10.0,25.0,0,11,5,1,4,PUNT,11
CIN,OAK,RUSH,1.0,0,2,7,1.0,10.0,31.0,0,1,3,1,2,PUNT,11
OAK,CIN,RUSH,1.0,0,2,-7,1.0,10.0,9.0,0,91,11,4,7,TD,11
CIN,OAK,RUSH,10.0,1,2,0,1.0,10.0,10.0,0,13,4,2,2,PUNT,11
OAK,CIN,RUSH,10.0,1,2,0,1.0,10.0,20.0,0,80,10,6,4,TD,11
CIN,OAK,RUSH,24.0,1,2,-7,1.0,10.0,35.0,1,30,5,1,3,MFG,11
OAK,CIN,RUSH,-1.0,0,2,7,1.0,10.0,43.0,0,-1,1,1,0,ENDQ,11
CIN,OAK,PASS,18.0,1,3,-7,1.0,10.0,25.0,0,30,7,2,5,PUNT,11
OAK,CIN,RUSH,6.0,1,3,7,1.0,10.0,9.0,0,35,6,3,3,INT,11
CIN,OAK,RUSH,15.0,1,3,-7,1.0,10.0,55.0,1,23,5,3,1,FG,11
OAK,CIN,RUSH,2.0,0,3,4,1.0,10.0,25.0,0,4,3,1,2,PUNT,11
CIN,OAK,RUSH,5.0,1,3,-4,1.0,10.0,32.0,0,27,5,2,3,PUNT,11
OAK,CIN,PASS,17.0,1,3,4,1.0,10.0,15.0,0,23,4,1,3,PUNT,11
CIN,OAK,RUSH,2.0,0,3,-4,1.0,10.0,15.0,0,-5,3,2,1,PUNT,11
OAK,CIN,PASS,32.0,1,4,4,1.0,10.0,34.0,0,65,10,4,5,FG,11
CIN,OAK,RUSH,17.0,1,4,-7,1.0,10.0,25.0,0,48,10,3,7,DWNS,11
OAK,CIN,RUSH,-2.0,0,4,7,1.0,10.0,27.0,0,40,8,6,2,PUNT,11
CIN,OAK,PASS,-9.0,0,4,-7,1.0,10.0,20.0,1,-9,2,0,2,INT,11
OAK,CIN,RUSH,-1.0,0,4,7,1.0,10.0,64.0,0,-2,2,2,0,ENDQ,11
NE,PHI,PASS,12.0,1,1,-3,1.0,10.0,25.0,0,15,4,1,3,PUNT,11
PHI,NE,PASS,3.0,0,1,3,1.0,10.0,21.0,1,1,3,1,2,PUNT,11
NE,PHI,RUSH,1.0,0,1,-3,1.0,10.0,26.0,1,14,5,3,2,PUNT,11
PHI,NE,RUSH,4.0,1,1,3,1.0,10.0,5.0,1,95,16,8,8,TD,11
NE,PHI,PASS,0.0,0,2,-10,1.0,10.0,24.0,1,59,13,1,11,FG,11
PHI,NE,RUSH,4.0,1,2,7,1.0,10.0,22.0,0,-7,3,1,2,PUNT,11
NE,PHI,RUSH,3.0,0,2,-7,1.0,10.0,52.0,0,44,11,3,7,FG,11
PHI,NE,RUSH,4.0,1,2,4,1.0,10.0,28.0,1,-6,2,1,1,FUM,11
NE,PHI,RUSH,2.0,0,2,-4,1.0,10.0,78.0,0,1,4,1,2,FG,11
PHI,NE,PASS,11.0,1,2,1,1.0,10.0,25.0,1,21,5,0,5,PUNT,11
NE,PHI,RUSH,-1.0,0,2,-1,1.0,10.0,17.0,0,-1,1,1,0,ENDQ,11
NE,PHI,RUSH,8.0,1,3,-1,1.0,10.0,16.0,0,84,11,4,6,TD,11
PHI,NE,RUSH,0.0,0,3,-7,1.0,10.0,26.0,1,6,3,1,2,PUNT,11
NE,PHI,PASS,4.0,1,3,7,1.0,10.0,21.0,0,5,3,1,2,PUNT,11
PHI,NE,PASS,1.0,0,3,-7,1.0,10.0,19.0,1,5,5,2,3,PUNT,11
NE,PHI,PASS,7.0,1,3,7,1.0,10.0,48.0,0,7,3,1,2,PUNT,11
NE,PHI,PASS,12.0,1,3,7,1.0,10.0,48.0,1,5,4,0,4,PUNT,11
PHI,NE,RUSH,0.0,0,3,-7,1.0,10.0,20.0,1,19,5,3,2,PUNT,11
NE,PHI,PASS,11.0,1,4,7,1.0,10.0,20.0,1,21,7,1,6,PUNT,11
PHI,NE,PASS,25.0,1,4,-7,1.0,10.0,12.0,1,27,4,1,3,PUNT,11
NE,PHI,PASS,5.0,1,4,7,1.0,10.0,2.0,0,37,6,2,4,PUNT,11
PHI,NE,PASS,29.0,1,4,-7,1.0,10.0,6.0,1,68,11,0,11,DWNS,11
NE,PHI,RUSH,3.0,1,4,7,1.0,10.0,26.0,0,8,3,3,0,PUNT,11
CHI,LA,RUSH,1.0,0,1,0,1.0,10.0,29.0,1,41,9,4,4,MFG,11
LA,CHI,RUSH,5.0,0,1,0,1.0,10.0,38.0,0,5,1,1,0,FUM,11
CHI,LA,PASS,5.0,1,1,0,1.0,10.0,54.0,1,15,7,1,6,DWNS,11
LA,CHI,PASS,0.0,0,1,0,1.0,10.0,31.0,0,42,6,3,3,INT,11
CHI,LA,PASS,0.0,0,1,0,1.0,10.0,17.0,1,54,12,4,7,MFG,11
LA,CHI,RUSH,10.0,1,1,0,1.0,10.0,37.0,0,43,8,6,1,FG,11
CHI,LA,PASS,0.0,0,2,-3,1.0,10.0,25.0,1,5,3,1,2,PUNT,11
LA,CHI,RUSH,1.0,0,2,3,1.0,10.0,22.0,0,9,3,2,1,PUNT,11
CHI,LA,RUSH,5.0,1,2,-3,1.0,10.0,29.0,0,17,5,2,3,INT,11
LA,CHI,RUSH,6.0,1,2,3,1.0,10.0,44.0,0,56,4,3,1,TD,11
CHI,LA,RUSH,9.0,1,2,-10,1.0,10.0,32.0,1,29,7,4,3,PUNT,11
LA,CHI,RUSH,3.0,0,2,10,1.0,10.0,8.0,0,3,1,1,0,ENDQ,11
LA,CHI,RUSH,2.0,0,3,10,1.0,10.0,28.0,0,9,3,3,0,PUNT,11
CHI,LA,PASS,8.0,1,3,-10,1.0,10.0,20.0,1,80,12,3,9,TD,11
LA,CHI,PASS,6.0,1,3,3,1.0,10.0,25.0,0,8,3,2,1,PUNT,11
CHI,LA,PASS,4.0,1,3,-3,1.0,10.0,20.0,1,6,3,1,2,PUNT,11
LA,CHI,PASS,0.0,0,3,3,1.0,10.0,43.0,0,14,5,0,5,PUNT,11
CHI,LA,RUSH,4.0,1,3,-3,1.0,10.0,20.0,1,4,3,1,2,PUNT,11
LA,CHI,RUSH,0.0,0,3,3,1.0,10.0,31.0,0,0,3,2,1,PUNT,11
CHI,LA,PASS,0.0,0,4,-3,1.0,10.0,20.0,1,16,5,1,4,PUNT,11
CHI,LA,RUSH,2.0,0,4,-3,1.0,10.0,17.0,1,9,3,1,2,PUNT,11
LA,CHI,RUSH,2.0,0,4,3,1.0,10.0,29.0,0,71,8,5,3,TD,11
CHI,LA,PASS,0.0,0,4,-10,1.0,10.0,15.0,1,6,7,1,6,DWNS,11
LA,CHI,RUSH,5.0,1,4,10,1.0,10.0,79.0,0,10,5,5,0,ENDQ,11
LAC,KC,PASS,16.0,1,1,0,1.0,10.0,23.0,0,68,9,4,4,FG,11
KC,LAC,RUSH,3.0,0,1,-3,1.0,10.0,25.0,1,4,6,1,5,PUNT,11
LAC,KC,RUSH,9.0,1,1,3,1.0,10.0,40.0,0,38,7,4,2,MFG,11
KC,LAC,PASS,4.0,1,1,-3,1.0,10.0,15.0,1,30,5,3,2,INT,11
LAC,KC,PASS,7.0,1,1,3,1.0,10.0,29.0,1,46,7,2,5,INT,11
LAC,KC,PASS,6.0,1,2,3,1.0,10.0,8.0,1,19,6,2,4,INT,11
KC,LAC,RUSH,6.0,1,2,-3,1.0,6.0,94.0,0,6,1,1,0,TD,11
LAC,KC,PASS,0.0,0,2,-4,1.0,10.0,25.0,1,67,9,1,7,FG,11
KC,LAC,PASS,6.0,1,2,1,1.0,10.0,25.0,1,52,9,2,6,FG,11
LAC,KC,PASS,16.0,1,2,-4,1.0,10.0,25.0,1,44,9,1,7,FG,11
LAC,KC,RUSH,2.0,0,3,-8,1.0,10.0,22.0,1,2,3,1,2,PUNT,11
KC,LAC,PASS,0.0,0,3,8,1.0,10.0,46.0,1,54,6,2,4,TD,11
KC,LAC,RUSH,6.0,1,3,7,1.0,10.0,25.0,0,15,5,2,3,PUNT,11
LAC,KC,PASS,14.0,1,4,-7,1.0,10.0,18.0,1,18,4,0,4,PUNT,11
KC,LAC,PASS,14.0,1,4,7,1.0,10.0,22.0,1,28,7,3,4,PUNT,11
LAC,KC,PASS,2.0,0,4,-7,1.0,10.0,8.0,1,6,3,1,2,PUNT,11
KC,LAC,RUSH,3.0,1,4,7,1.0,10.0,42.0,0,7,3,1,2,PUNT,11
LAC,KC,PASS,0.0,0,4,-7,1.0,10.0,17.0,1,0,3,0,3,INT,11
KC,LAC,RUSH,3.0,1,4,7,1.0,10.0,33.0,0,23,6,5,1,PUNT,11
LAC,KC,PASS,0.0,0,4,-7,1.0,10.0,9.0,1,77,11,0,11,INT,11
KC,LAC,RUSH,-1.0,0,4,7,1.0,10.0,20.0,0,-1,1,1,0,ENDQ,11
IND,HOU,RUSH,2.0,0,1,0,1.0,10.0,25.0,1,11,6,4,2,PUNT,12
IND,HOU,PASS,5.0,1,1,0,1.0,10.0,1.0,1,18,6,2,4,PUNT,12
HOU,IND,RUSH,-1.0,0,1,0,1.0,10.0,46.0,0,37,10,5,4,FG,12
IND,HOU,RUSH,5.0,1,2,-3,1.0,10.0,9.0,0,17,8,4,4,PUNT,12
HOU,IND,PASS,0.0,0,2,3,1.0,10.0,35.0,1,0,1,0,1,INT,12
IND,HOU,RUSH,5.0,1,2,-3,1.0,10.0,58.0,0,42,7,7,0,TD,12
HOU,IND,PASS,5.0,1,2,-4,1.0,10.0,25.0,1,75,7,3,4,TD,12
IND,HOU,PASS,8.0,1,2,-3,1.0,10.0,24.0,1,58,10,0,9,FG,12
IND,HOU,RUSH,12.0,1,3,0,1.0,10.0,34.0,1,66,11,10,1,TD,12
HOU,IND,PASS,51.0,1,3,-7,1.0,10.0,25.0,0,57,5,1,3,FG,12
IND,HOU,RUSH,1.0,0,3,4,1.0,10.0,28.0,1,6,3,1,2,PUNT,12
HOU,IND,RUSH,0.0,0,3,-4,1.0,10.0,14.0,0,86,8,4,4,TD,12
IND,HOU,RUSH,6.0,1,4,-3,1.0,10.0,25.0,0,22,5,4,1,PUNT,12
HOU,IND,RUSH,9.0,1,4,3,1.0,10.0,13.0,1,27,6,3,3,PUNT,12
IND,HOU,RUSH,2.0,0,4,-3,1.0,10.0,23.0,0,36,10,7,3,DWNS,12
HOU,IND,RUSH,4.0,1,4,3,1.0,10.0,41.0,1,24,7,5,2,DWNS,12
NO,CAR,RUSH,3.0,0,1,0,1.0,10.0,25.0,0,75,7,3,4,TD,12
CAR,NO,RUSH,-1.0,0,1,-7,1.0,10.0,25.0,1,3,3,2,1,PUNT,12
NO,CAR,PASS,5.0,1,1,7,1.0,10.0,23.0,1,4,3,1,2,PUNT,12
NO,CAR,PASS,4.0,1,1,7,1.0,10.0,73.0,0,27,4,1,3,TD,12
CAR,NO,RUSH,1.0,0,1,-14,1.0,10.0,25.0,0,75,4,2,2,TD,12
NO,CAR,PASS,16.0,1,1,8,1.0,10.0,25.0,1,52,9,2,6,FG,12
CAR,NO,RUSH,3.0,0,2,-11,1.0,10.0,25.0,0,52,10,3,6,FG,12
NO,CAR,PASS,0.0,0,2,8,1.0,10.0,25.0,1,9,3,2,1,PUNT,12
CAR,NO,PASS,9.0,1,2,-8,1.0,10.0,32.0,0,68,18,5,12,TD,12
CAR,NO,RUSH,4.0,1,3,-2,1.0,10.0,25.0,0,4,3,1,2,PUNT,12
NO,CAR,RUSH,0.0,0,3,2,1.0,10.0,38.0,0,62,5,3,2,TD,12
CAR,NO,PASS,23.0,1,3,-9,1.0,10.0,25.0,1,41,8,1,6,FG,12
NO,CAR,PASS,12.0,1,3,6,1.0,10.0,25.0,1,75,6,2,4,TD,12
CAR,NO,RUSH,-1.0,0,3,-13,1.0,10.0,29.0,0,71,7,4,3,TD,12
NO,CAR,PASS,19.0,1,3,7,1.0,10.0,25.0,0,21,4,1,3,PUNT,12
CAR,NO,RUSH,0.0,0,4,-7,1.0,10.0,20.0,1,0,3,1,2,PUNT,12
NO,CAR,RUSH,0.0,0,4,7,1.0,10.0,34.0,0,-5,3,1,2,INT,12
CAR,NO,RUSH,7.0,1,4,-7,1.0,10.0,50.0,0,50,6,4,2,TD,12
NO,CAR,PASS,0.0,0,4,0,1.0,10.0,25.0,1,18,6,1,5,DWNS,12
NO,CAR,PASS,-6.0,0,4,0,1.0,10.0,20.0,1,65,11,1,9,FG,12
DEN,BUF,RUSH,5.0,1,1,0,1.0,10.0,25.0,0,31,8,4,4,PUNT,12
BUF,DEN,RUSH,2.0,0,1,0,1.0,10.0,10.0,0,69,17,11,5,FG,12
DEN,BUF,PASS,18.0,1,1,-3,1.0,10.0,25.0,0,15,4,1,3,PUNT,12
BUF,DEN,RUSH,-1.0,0,2,3,1.0,10.0,8.0,1,87,12,8,3,FG,12
BUF,DEN,PASS,6.0,1,2,6,1.0,10.0,8.0,1,16,3,1,2,INT,12
DEN,BUF,PASS,16.0,1,2,-6,1.0,10.0,47.0,0,28,6,2,4,INT,12
BUF,DEN,RUSH,11.0,1,2,6,1.0,10.0,15.0,1,30,5,3,2,ENDQ,12
BUF,DEN,RUSH,-1.0,0,3,6,1.0,10.0,41.0,0,59,8,3,5,TD,12
DEN,BUF,RUSH,5.0,1,3,-13,1.0,10.0,25.0,0,48,10,4,5,FG,12
BUF,DEN,RUSH,3.0,0,3,10,1.0,10.0,27.0,1,25,6,4,2,PUNT,12
DEN,BUF,RUSH,5.0,1,3,-10,1.0,10.0,13.0,0,7,3,1,2,PUNT,12
BUF,DEN,RUSH,3.0,0,3,10,1.0,10.0,42.0,1,8,3,1,2,PUNT,12
DEN,BUF,PASS,0.0,0,3,-10,1.0,10.0,18.0,0,-3,3,1,2,PUNT,12
BUF,DEN,RUSH,6.0,1,3,10,1.0,10.0,45.0,0,19,6,2,4,PUNT,12
DEN,BUF,PASS,-9.0,0,4,-10,1.0,10.0,11.0,1,-9,3,0,3,PUNT,12
BUF,DEN,RUSH,-3.0,0,4,10,1.0,10.0,69.0,1,31,2,1,1,TD,12
DEN,BUF,PASS,0.0,0,4,-17,1.0,10.0,28.0,1,7,3,1,2,PUNT,12
BUF,DEN,RUSH,0.0,0,4,17,1.0,10.0,52.0,0,7,3,3,0,PUNT,12
DEN,BUF,RUSH,0.0,0,4,-17,1.0,10.0,10.0,1,0,3,1,2,PUNT,12
BUF,DEN,RUSH,7.0,1,4,17,1.0,10.0,39.0,0,38,10,10,0,ENDQ,12
WAS,DET,RUSH,1.0,0,1,0,1.0,10.0,44.0,0,2,3,2,1,FUM,12
DET,WAS,RUSH,5.0,1,1,0,1.0,10.0,62.0,0,17,6,3,2,MFG,12
WAS,DET,PASS,4.0,1,1,0,1.0,10.0,30.0,0,60,14,6,7,FG,12
DET,WAS,PASS,0.0,0,1,-3,1.0,10.0,24.0,1,71,10,5,4,FG,12
DET,WAS,PASS,0.0,0,2,-7,1.0,10.0,25.0,1,20,4,0,4,INT,12
WAS,DET,RUSH,3.0,0,2,7,1.0,10.0,11.0,0,3,3,1,2,PUNT,12
DET,WAS,RUSH,6.0,0,2,-7,1.0,10.0,45.0,1,6,1,1,0,FUM,12
WAS,DET,RUSH,11.0,1,2,7,1.0,10.0,49.0,0,32,7,2,4,FG,12
DET,WAS,PASS,17.0,1,2,-10,1.0,10.0,30.0,0,31,6,4,2,PUNT,12
WAS,DET,RUSH,3.0,0,2,10,1.0,10.0,5.0,0,8,3,2,1,PUNT,12
WAS,DET,RUSH,-1.0,0,2,7,1.0,10.0,25.0,0,-1,1,1,0,ENDQ,12
DET,WAS,RUSH,11.0,1,3,-7,1.0,10.0,25.0,0,75,9,6,3,TD,12
WAS,DET,RUSH,1.0,0,3,0,1.0,10.0,25.0,1,19,4,2,2,PUNT,12
DET,WAS,RUSH,8.0,1,3,0,1.0,10.0,2.0,0,36,10,6,4,PUNT,12
WAS,DET,RUSH,2.0,0,3,0,1.0,10.0,21.0,0,-7,3,1,2,PUNT,12
DET,WAS,RUSH,7.0,1,3,0,1.0,10.0,50.0,0,47,11,4,6,FG,12
WAS,DET,PASS,26.0,1,4,-3,1.0,10.0,25.0,0,30,4,2,2,INT,12
DET,WAS,RUSH,4.0,1,4,3,1.0,10.0,27.0,0,0,3,2,1,PUNT,12
WAS,DET,PASS,22.0,1,4,-3,1.0,10.0,22.0,0,54,9,2,6,FG,12
DET,WAS,PASS,11.0,1,4,0,1.0,10.0,25.0,1,12,4,0,4,INT,12
WAS,DET,PASS,0.0,0,4,0,1.0,10.0,46.0,1,33,6,1,4,FG,12
DET,WAS,PASS,-1.0,0,4,-3,1.0,10.0,25.0,1,-1,2,0,2,INT,12
WAS,DET,RUSH,-1.0,0,4,3,1.0,10.0,75.0,0,-1,1,1,0,ENDQ,12
CLE,MIA,PASS,32.0,1,1,0,1.0,10.0,25.0,0,75,8,4,4,TD,12
MIA,CLE,PASS,-1.0,0,1,-7,1.0,10.0,40.0,0,-7,3,1,2,PUNT,12
CLE,MIA,RUSH,4.0,1,1,7,1.0,10.0,23.0,0,12,6,4,2,PUNT,12
MIA,CLE,PASS,0.0,0,1,-7,1.0,10.0,18.0,0,1,3,1,2,PUNT,12
CLE,MIA,PASS,4.0,1,1,7,1.0,10.0,40.0,0,60,5,1,4,TD,12
MIA,CLE,RUSH,1.0,0,1,-14,1.0,10.0,25.0,0,20,6,4,2,DWNS,12
CLE,MIA,PASS,8.0,1,2,14,1.0,10.0,56.0,0,44,6,3,3,TD,12
MIA,CLE,PASS,0.0,0,2,-21,1.0,10.0,25.0,1,44,9,4,5,INT,12
CLE,MIA,RUSH,3.0,0,2,21,1.0,10.0,27.0,1,73,9,4,5,TD,12
MIA,CLE,PASS,12.0,1,2,-28,1.0,10.0,19.0,1,63,9,0,8,FG,12
MIA,CLE,RUSH,4.0,1,3,-25,1.0,10.0,25.0,0,4,3,1,2,PUNT,12
CLE,MIA,RUSH,5.0,1,3,25,1.0,10.0,22.0,0,20,3,1,2,INT,12
MIA,CLE,RUSH,7.0,1,3,-25,1.0,10.0,54.0,1,46,7,2,5,TD,12
CLE,MIA,RUSH,3.0,0,3,18,1.0,10.0,25.0,0,48,10,4,5,MFG,12
MIA,CLE,PASS,0.0,0,3,-18,1.0,10.0,36.0,1,64,11,3,8,TD,12
CLE,MIA,PASS,0.0,0,4,11,1.0,10.0,15.0,0,64,10,3,6,FG,12
CLE,MIA,RUSH,4.0,1,4,14,1.0,10.0,25.0,0,67,8,3,4,FG,12
MIA,CLE,PASS,0.0,0,4,-17,1.0,10.0,25.0,1,-10,3,0,3,INT,12
CLE,MIA,RUSH,17.0,1,4,17,1.0,10.0,62.0,0,38,4,4,0,TD,12
MIA,CLE,PASS,12.0,1,4,-24,1.0,10.0,22.0,1,78,7,3,4,TD,12
CLE,MIA,RUSH,-1.0,0,4,17,1.0,10.0,34.0,0,-1,1,1,0,ENDQ,12
NYG,CHI,PASS,13.0,1,1,0,1.0,10.0,40.0,0,13,4,2,2,PUNT,12
CHI,NYG,PASS,4.0,1,1,0,1.0,10.0,8.0,0,8,3,1,2,PUNT,12
NYG,CHI,RUSH,4.0,1,1,0,1.0,10.0,29.0,0,18,6,2,4,PUNT,12
CHI,NYG,PASS,19.0,1,1,0,1.0,10.0,9.0,0,77,12,3,9,INT,12
NYG,CHI,PASS,0.0,0,1,0,1.0,10.0,20.0,1,16,5,2,3,PUNT,12
CHI,NYG,RUSH,-1.0,0,2,0,1.0,10.0,5.0,0,3,6,2,4,PUNT,12
NYG,CHI,RUSH,22.0,1,2,0,1.0,10.0,58.0,1,42,6,4,2,TD,12
CHI,NYG,PASS,0.0,0,2,-7,1.0,10.0,25.0,0,-7,3,0,3,PUNT,12
NYG,CHI,RUSH,5.0,1,2,7,1.0,10.0,71.0,1,5,4,1,2,MFG,12
CHI,NYG,RUSH,2.0,0,2,-7,1.0,10.0,32.0,0,3,3,2,1,PUNT,12
