,id,name,description,State,StateCode,CityCodeSmall,CityName,Population2020,EducationCouncilExists,NurseTechnicians,Nurses,CommunityHealthAgents,Physicians
441,4321303,Taquari,Taquari,RS,43,21303,Taquari,"26,885",Sim,8.0,4.0,37.0,4.0
442,4321329,Taquaruçu do Sul,Taquaruçu do Sul,RS,43,21329,Taquaruçu do Sul,"3,077",Sim,1.0,1.0,7.0,1.0
443,4321352,Tavares,Tavares,RS,43,21352,Tavares,"5,483",Sim,1.0,1.0,9.0,1.0
444,4321402,Tenente Portela,Tenente Portela,RS,43,21402,Tenente Portela,"13,434",Sim,12.0,4.0,29.0,5.0
445,4321436,Terra de Areia,Terra de Areia,RS,43,21436,Terra de Areia,"11,315",Sim,4.0,2.0,26.0,2.0
446,4321451,Teutônia,Teutônia,RS,43,21451,Teutônia,"33,766",Sim,9.0,3.0,25.0,4.0
447,4321469,Tio Hugo,Tio Hugo,RS,43,21469,Tio Hugo,"3,055",Sim,1.0,1.0,6.0,1.0
448,4321477,Tiradentes do Sul,Tiradentes do Sul,RS,43,21477,Tiradentes do Sul,"5,616",Sim,6.0,2.0,18.0,2.0
449,4321493,Toropi,Toropi,RS,43,21493,Toropi,"2,772",Sim,4.0,2.0,7.0,3.0
450,4321501,Torres,Torres,RS,43,21501,Torres,"39,064",Sim,6.0,9.0,32.0,6.0
451,4321600,Tramandaí,Tramandaí,RS,43,21600,Tramandaí,"52,632",Sim,10.0,5.0,46.0,5.0
452,4321626,Travesseiro,Travesseiro,RS,43,21626,Travesseiro,"2,334",Sim,,,,
453,4321634,Três Arroios,Três Arroios,RS,43,21634,Três Arroios,"2,643",Sim,1.0,1.0,7.0,1.0
454,4321667,Três Cachoeiras,Três Cachoeiras,RS,43,21667,Três Cachoeiras,"11,115",Sim,7.0,3.0,20.0,4.0
455,4321709,Três Coroas,Três Coroas,RS,43,21709,Três Coroas,"28,581",Sim,4.0,3.0,14.0,3.0
456,4321808,Três de Maio,Três de Maio,RS,43,21808,Três de Maio,"23,876",Sim,37.0,7.0,42.0,7.0
457,4321832,Três Forquilhas,Três Forquilhas,RS,43,21832,Três Forquilhas,"2,669",Sim,,,,
458,4321857,Três Palmeiras,Três Palmeiras,RS,43,21857,Três Palmeiras,"4,251",Sim,9.0,6.0,10.0,2.0
459,4321907,Três Passos,Três Passos,RS,43,21907,Três Passos,"23,852",Sim,8.0,8.0,48.0,8.0
460,4321956,Trindade do Sul,Trindade do Sul,RS,43,21956,Trindade do Sul,"5,791",Sim,6.0,3.0,7.0,3.0
461,4322004,Triunfo,Triunfo,RS,43,22004,Triunfo,"29,856",Sim,20.0,9.0,68.0,9.0
462,4322103,Tucunduva,Tucunduva,RS,43,22103,Tucunduva,"5,644",Sim,5.0,3.0,16.0,2.0
463,4322152,Tunas,Tunas,RS,43,22152,Tunas,"4,577",Sim,6.0,2.0,10.0,2.0
464,4322186,Tupanci do Sul,Tupanci do Sul,RS,43,22186,Tupanci do Sul,"1,459",Sim,4.0,1.0,4.0,1.0
465,4322202,Tupanciretã,Tupanciretã,RS,43,22202,Tupanciretã,"24,068",Sim,7.0,3.0,14.0,3.0
466,4322251,Tupandi,Tupandi,RS,43,22251,Tupandi,"4,939",Sim,2.0,1.0,9.0,1.0
467,4322301,Tuparendi,Tuparendi,RS,43,22301,Tuparendi,"7,810",Sim,5.0,4.0,22.0,3.0
468,4322327,Turuçu,Turuçu,RS,43,22327,Turuçu,"3,423",Sim,2.0,2.0,9.0,2.0
469,4322343,Ubiretama,Ubiretama,RS,43,22343,Ubiretama,"1,983",Sim,6.0,1.0,6.0,2.0
470,4322350,União da Serra,União da Serra,RS,43,22350,União da Serra,"1,118",Sim,1.0,1.0,4.0,1.0
471,4322376,Unistalda,Unistalda,RS,43,22376,Unistalda,"2,321",Sim,1.0,1.0,7.0,1.0
472,4322400,Uruguaiana,Uruguaiana,RS,43,22400,Uruguaiana,"126,866",Sim,20.0,13.0,18.0,30.0
473,4322509,Vacaria,Vacaria,RS,43,22509,Vacaria,"66,575",Sim,29.0,13.0,86.0,13.0
474,4322525,Vale Verde,Vale Verde,RS,43,22525,Vale Verde,"3,515",Sim,1.0,1.0,8.0,2.0
475,4322533,Vale do Sol,Vale do Sol,RS,43,22533,Vale do Sol,"11,828",Sim,4.0,4.0,27.0,4.0
476,4322541,Vale Real,Vale Real,RS,43,22541,Vale Real,"5,981",Sim,8.0,3.0,13.0,3.0
477,4322558,Vanini,Vanini,RS,43,22558,Vanini,"2,122",Sim,2.0,1.0,4.0,1.0
478,4322608,Venâncio Aires,Venâncio Aires,RS,43,22608,Venâncio Aires,"71,973",Sim,11.0,8.0,34.0,8.0
479,4322707,Vera Cruz,Vera Cruz,RS,43,22707,Vera Cruz,"27,099",Sim,9.0,3.0,40.0,3.0
480,4322806,Veranópolis,Veranópolis,RS,43,22806,Veranópolis,"26,533",Sim,8.0,4.0,24.0,8.0
481,4322855,Vespasiano Correa,Vespasiano Correa,RS,43,22855,Vespasiano Corrêa,"1,795",Sim,1.0,1.0,6.0,1.0
482,4322905,Viadutos,Viadutos,RS,43,22905,Viadutos,"4,690",Sim,2.0,2.0,12.0,2.0
483,4323002,Viamão,Viamão,RS,43,23002,Viamão,"256,302",Sim,66.0,32.0,100.0,52.0
484,4323101,Vicente Dutra,Vicente Dutra,RS,43,23101,Vicente Dutra,"4,599",Sim,2.0,2.0,6.0,2.0
485,4323200,Victor Graeff,Victor Graeff,RS,43,23200,Victor Graeff,"2,860",Sim,0.0,1.0,8.0,1.0
486,4323309,Vila Flores,Vila Flores,RS,43,23309,Vila Flores,"3,396",Sim,1.0,1.0,7.0,2.0
487,4323358,Vila Lângaro,Vila Lângaro,RS,43,23358,Vila Lângaro,"2,080",Sim,1.0,1.0,5.0,1.0
488,4323408,Vila Maria,Vila Maria,RS,43,23408,Vila Maria,"4,363",Sim,3.0,1.0,11.0,1.0
489,4323457,Vila Nova do Sul,Vila Nova do Sul,RS,43,23457,Vila Nova do Sul,"4,277",Sim,1.0,2.0,9.0,1.0
490,4323507,Vista Alegre,Vista Alegre,RS,43,23507,Vista Alegre,"2,739",Sim,1.0,1.0,7.0,1.0
491,4323606,Vista Alegre do Prata,Vista Alegre do Prata,RS,43,23606,Vista Alegre do Prata,"1,557",Sim,1.0,1.0,4.0,2.0
492,4323705,Vista Gaúcha,Vista Gaúcha,RS,43,23705,Vista Gaúcha,"2,855",Sim,1.0,1.0,7.0,1.0
493,4323754,Vitória das Missões,Vitória das Missões,RS,43,23754,Vitória das Missões,"3,092",Sim,4.0,1.0,9.0,1.0
494,4323770,Westfalia,Westfalia,RS,43,23770,Westfália,"3,031",Sim,1.0,1.0,6.0,1.0
495,4323804,Xangri-lá,Xangri-lá,RS,43,23804,Xangri-lá,"16,775",Sim,3.0,5.0,23.0,4.0
